guide	gene	plasmid	PolM_KO	PolM_KO_hPOLM	PolM_WT	PolQ_WT	PolQ_KO_hPOLQ	PolQ_KO
mDDR_2953	Ung	636	239	2	950	491	104	313
mDDR_2954	Ung	3067	2356	46	3176	1811	922	1115
mDDR_2955	Ung	793	285	14	807	595	209	378
mDDR_2956	Ung	1596	611	51	1299	1318	447	487
mDDR_2957	Usp11	1680	779	41	1926	1565	557	1153
mDDR_2958	Usp11	1397	446	11	280	585	152	294
mDDR_2959	Usp11	977	579	15	594	843	208	470
mDDR_2960	Usp11	2718	1416	45	3285	1898	695	1296
mDDR_2961	Usp11	1429	1046	26	1830	1299	536	721
mDDR_2962	Usp11	2222	421	15	778	837	273	382
mDDR_2963	Usp11	1581	570	19	1486	823	362	495
mDDR_2964	Usp11	331	161	0	172	90	53	187
mDDR_2965	Usp11	1170	513	21	707	698	409	142
mDDR_2966	Usp11	2161	842	29	1010	1424	380	1066
mDDR_2967	Uvssa	916	342	28	1674	1308	362	983
mDDR_2968	Uvssa	1136	454	19	561	1011	348	485
mDDR_2969	Uvssa	2471	649	19	888	978	235	510
mDDR_2970	Uvssa	1797	1161	30	1719	1418	614	1305
mDDR_2971	Uvssa	841	336	13	1213	754	393	551
mDDR_2972	Uvssa	4556	1440	52	3652	2073	687	1090
mDDR_2973	Uvssa	1083	639	22	974	845	261	307
mDDR_2974	Uvssa	1810	610	30	1436	1099	644	522
mDDR_2975	Uvssa	2166	1534	41	2592	1741	566	740
mDDR_2976	Uvssa	1246	553	13	1066	783	207	272
mDDR_2977	Wee1	1082	205	6	1097	723	235	549
mDDR_2978	Wee1	1236	233	4	560	991	245	411
mDDR_2979	Wee1	495	125	9	461	524	112	364
mDDR_2980	Wee1	1469	262	16	1198	1293	437	778
mDDR_2981	Wee1	1869	455	13	680	915	171	651
mDDR_2982	Wee1	1044	83	11	200	546	131	418
mDDR_2983	Wee1	2303	851	17	1474	812	372	835
mDDR_2984	Wee1	1310	130	12	372	362	88	148
mDDR_2985	Wee1	2267	169	14	446	1039	431	896
mDDR_2986	Wee1	834	412	14	685	777	247	470
mDDR_2987	Wrn	1883	762	17	911	1018	489	748
mDDR_2988	Wrn	1703	1062	37	1480	1257	615	941
mDDR_2989	Wrn	3345	1411	57	3573	2130	957	2126
mDDR_2990	Wrn	2074	1298	35	1527	1540	762	1357
mDDR_2991	Wrn	1192	721	16	659	773	254	312
mDDR_2992	Wrn	1522	805	13	997	717	300	506
mDDR_2993	Wrn	887	311	12	888	805	246	537
mDDR_2994	Wrn	1126	398	15	1167	580	330	366
mDDR_2995	Wrn	997	180	0	23	189	109	244
mDDR_2996	Wrn	1016	787	21	1111	861	348	732
mDDR_2997	Xab2	2021	1212	30	1618	1503	673	848
mDDR_2998	Xab2	3146	280	15	310	874	230	557
mDDR_2999	Xab2	1651	35	4	87	469	64	275
mDDR_3000	Xab2	1287	242	1	177	246	33	224
mDDR_3001	Xab2	1669	72	1	114	303	62	144
mDDR_3002	Xab2	3449	94	20	313	812	204	385
mDDR_3003	Xab2	4217	61	5	267	495	123	318
mDDR_3004	Xab2	1484	890	28	2123	970	461	1093
mDDR_3005	Xab2	1898	51	6	277	185	122	177
mDDR_3006	Xab2	2240	1125	41	1811	1391	633	619
mDDR_3007	Xpa	1831	773	35	1955	1478	587	955
mDDR_3008	Xpa	777	288	10	488	497	89	354
mDDR_3009	Xpa	935	408	19	1378	1005	345	575
mDDR_3010	Xpa	1427	910	42	1633	1917	533	1176
mDDR_3011	Xpa	882	328	3	1117	570	178	342
mDDR_3012	Xpa	644	449	9	639	519	195	408
mDDR_3013	Xpa	866	509	7	988	754	343	427
mDDR_3014	Xpa	2213	1298	24	1890	1443	709	955
mDDR_3015	Xpa	1780	733	22	924	1163	218	463
mDDR_3016	Xpa	2236	828	16	2219	1856	694	1371
mDDR_3017	Xrcc1	1898	908	28	1832	1446	575	792
mDDR_3018	Xrcc1	2868	954	19	1307	1689	513	1214
mDDR_3019	Xrcc1	1095	899	14	751	866	318	392
mDDR_3020	Xrcc1	401	106	3	184	306	212	221
mDDR_3021	Xrcc1	2187	973	51	1509	1059	443	1015
mDDR_3022	Xrcc1	1967	627	34	839	1056	440	885
mDDR_3023	Xrcc1	982	513	19	1244	801	264	490
mDDR_3024	Xrcc1	3258	1503	42	3129	2538	968	1757
mDDR_3025	Xrcc1	1168	536	23	882	820	271	688
mDDR_3026	Xrcc1	946	458	14	1070	942	259	516
mDDR_3027	Xrcc2	2035	1319	23	2461	2007	864	1804
mDDR_3028	Xrcc2	4418	1399	63	3716	2684	893	1955
mDDR_3029	Xrcc2	1973	641	37	2237	1351	571	1141
mDDR_3030	Xrcc2	2334	1186	29	2727	1879	643	787
mDDR_3031	Xrcc2	802	287	6	674	409	246	379
mDDR_3032	Xrcc2	1969	967	46	1518	1172	633	721
mDDR_3033	Xrcc2	2171	1020	33	2762	1889	474	1608
mDDR_3034	Xrcc2	1922	898	35	2395	1783	509	817
mDDR_3035	Xrcc2	998	654	14	949	723	338	448
mDDR_3036	Xrcc2	2283	1419	36	2240	2161	605	909
mDDR_3037	Xrcc3	1380	526	14	545	805	439	527
mDDR_3038	Xrcc3	1389	620	22	1934	1099	560	1085
mDDR_3039	Xrcc3	1092	252	24	618	774	320	422
mDDR_3040	Xrcc3	1391	496	30	1979	1213	489	1108
mDDR_3041	Xrcc3	2869	1327	37	1770	1583	701	1234
mDDR_3042	Xrcc3	971	279	11	298	637	298	314
mDDR_3043	Xrcc3	1900	913	25	1294	1210	521	684
mDDR_3044	Xrcc3	2173	812	22	988	1314	477	976
mDDR_3045	Xrcc3	570	460	13	472	466	162	233
mDDR_3046	Xrcc3	960	337	19	424	482	182	359
mDDR_3047	Xrcc4	1758	614	30	1713	1255	341	1056
mDDR_3048	Xrcc4	1770	662	20	1251	785	271	821
mDDR_3049	Xrcc4	1715	949	46	1691	1476	556	825
mDDR_3050	Xrcc4	1139	406	18	823	600	237	537
mDDR_3051	Xrcc4	916	517	9	677	681	207	322
mDDR_3052	Xrcc4	748	490	10	593	615	230	612
mDDR_3053	Xrcc4	1200	762	24	1506	875	185	483
mDDR_3054	Xrcc4	2121	1401	32	2127	2224	688	1554
mDDR_3055	Xrcc4	1964	1074	33	1959	1557	552	906
mDDR_3056	Xrcc4	506	122	9	258	253	251	114
mDDR_3057	Xrcc5	2574	1452	26	2707	1669	536	1140
mDDR_3058	Xrcc5	1115	324	13	909	679	140	707
mDDR_3059	Xrcc5	4417	1064	43	1073	1578	672	1560
mDDR_3060	Xrcc5	1626	560	25	1672	956	370	353
mDDR_3061	Xrcc5	2222	1243	40	2048	1733	958	1642
mDDR_3062	Xrcc5	1522	661	16	1451	1231	407	590
mDDR_3063	Xrcc5	2097	1332	23	1754	1248	531	520
mDDR_3064	Xrcc5	1391	324	21	566	1013	250	495
mDDR_3065	Xrcc5	1897	440	20	1161	667	254	440
mDDR_3066	Xrcc5	1522	495	12	1162	1090	340	1115
mDDR_3067	Xrcc6	2622	1168	59	2397	2116	848	1585
mDDR_3068	Xrcc6	1492	518	16	867	861	226	468
mDDR_3069	Xrcc6	1246	608	15	971	691	218	908
mDDR_3070	Xrcc6	1490	972	26	1856	1113	497	1044
mDDR_3071	Xrcc6	1872	821	22	1450	1223	384	791
mDDR_3072	Xrcc6	2342	1084	34	1813	1599	601	1295
mDDR_3073	Xrcc6	2084	1236	32	2422	1129	632	1168
mDDR_3074	Xrcc6	898	278	7	422	667	123	427
mDDR_3075	Xrcc6	1827	580	23	861	926	406	544
mDDR_3076	Xrcc6	3516	1494	40	2198	1875	662	1324
mDDR_3077	Zfp516	1779	1119	16	2306	1500	628	1421
mDDR_3078	Zfp516	1059	350	13	894	1187	296	879
mDDR_3079	Zfp516	936	605	14	705	660	249	418
mDDR_3080	Zfp516	1217	523	22	1430	922	452	998
mDDR_3081	Zfp516	1755	338	23	832	1157	286	546
mDDR_3082	Zfp516	3075	1578	30	2175	1923	925	1783
mDDR_3083	Zfp516	1636	931	37	1804	1487	632	1295
mDDR_3084	Zfp516	1616	1055	38	910	1129	551	781
mDDR_3085	Zfp516	1742	876	34	1738	1086	543	997
mDDR_3086	Zfp516	3022	1757	76	3045	2343	1077	2014
mDDR_3087	Mouse	2229	1166	39	2420	2067	853	2058
mDDR_3088	Mouse	1494	557	14	1113	1083	421	824
mDDR_3089	Mouse	3180	1849	57	2259	2599	1104	2119
mDDR_3090	Mouse	1363	1517	26	759	1149	426	911
mDDR_3091	Mouse	1338	734	18	923	1225	482	1138
mDDR_3092	Mouse	2541	967	37	1526	1957	597	1532
mDDR_3093	Mouse	1422	911	23	1588	1092	420	1253
mDDR_3094	Mouse	2130	1192	40	2353	1564	681	1560
mDDR_3095	Mouse	999	489	13	749	585	244	571
mDDR_3096	Mouse	2406	1028	29	2468	1473	686	1629
mDDR_3097	Mouse	1780	1570	33	1598	1428	554	1350
mDDR_3098	Mouse	1042	569	9	1467	963	227	880
mDDR_3099	Mouse	697	378	14	818	587	243	586
mDDR_3100	Mouse	1040	496	15	1320	1345	252	894
mDDR_3101	Mouse	2224	2162	48	2008	2095	764	1781
mDDR_3102	Mouse	1929	1591	35	2178	1442	672	1922
mDDR_3103	Mouse	2528	1387	42	2099	1314	549	1239
mDDR_3104	Mouse	2462	1086	40	2654	1532	613	1757
mDDR_3105	Mouse	1456	730	32	1518	1167	575	1101
mDDR_3106	Mouse	186	57	2	122	108	75	73
mDDR_3107	Mouse	2758	746	29	2132	1508	509	1619
mDDR_3108	Mouse	2767	584	23	1384	1570	395	1065
mDDR_3109	Mouse	1040	1051	14	980	679	388	636
mDDR_3110	Mouse	2449	1570	27	2505	2123	815	1638
mDDR_3111	Mouse	2001	599	8	1061	1030	317	762
mDDR_3112	Mouse	1792	892	18	1235	1131	484	1013
mDDR_3113	Mouse	887	664	11	696	693	235	456
mDDR_3114	Mouse	2359	2126	34	3284	2345	615	1669
mDDR_3115	Mouse	2036	1486	41	2249	1288	535	1232
mDDR_3116	Mouse	1922	1919	39	2660	1765	1105	2077
mDDR_3117	Mouse	2120	1519	27	2082	1484	730	1374
mDDR_3118	Mouse	3016	2560	93	4178	2773	1199	2219
mDDR_3119	Mouse	1858	1792	40	2365	1649	523	1571
mDDR_3120	Mouse	2827	1925	83	3202	2495	1028	2414
mDDR_3121	Mouse	427	85	8	453	449	57	379
mDDR_3122	Mouse	1568	1295	27	1677	1202	585	946
mDDR_3123	Mouse	1593	1008	33	846	1269	443	921
mDDR_3124	Mouse	2620	2093	49	3442	2952	892	2281
mDDR_3125	Mouse	2791	839	27	1600	1271	456	1176
mDDR_3126	Mouse	796	322	19	345	504	166	580
mDDR_3127	Mouse	1644	1169	46	2241	1367	552	1120
mDDR_3128	Mouse	1145	773	25	1071	606	264	845
mDDR_3129	Mouse	2060	1388	47	2517	1928	579	1676
mDDR_3130	Mouse	1868	1177	36	2086	1663	791	2144
mDDR_3131	Mouse	798	539	5	1426	605	280	843
mDDR_3132	Mouse	1532	1034	36	1532	1350	773	1285
mDDR_3133	Mouse	772	285	4	547	427	156	381
mDDR_3134	Mouse	1127	255	5	333	204	121	250
mDDR_3135	Mouse	2712	2299	69	1820	2150	814	1699
mDDR_3136	Mouse	2609	2261	40	4362	2654	966	1688
mDDR_3137	Mouse	1218	912	21	1002	842	256	808
mDDR_3138	Mouse	1975	1638	40	2077	1533	659	1548
mDDR_3139	Mouse	3014	1799	39	3083	2343	828	2319
mDDR_3140	Mouse	2137	718	23	1527	1600	575	1206
mDDR_3141	Mouse	1021	284	7	295	343	171	363
mDDR_3142	Mouse	1842	731	5	990	1003	353	940
mDDR_3143	Mouse	1326	500	30	1255	1134	322	976
mDDR_3144	Mouse	2627	1270	24	1700	1893	590	1466
mDDR_3145	Mouse	859	298	28	1169	853	407	802
mDDR_3146	Mouse	2604	2325	56	2287	2433	969	2408
mDDR_3147	Mouse	1384	543	20	1511	1082	539	1008
mDDR_3148	Mouse	1326	864	39	1874	1273	463	996
mDDR_3149	Mouse	1754	1115	30	2300	912	511	1098
mDDR_3150	Mouse	1796	608	15	614	1033	379	809
mDDR_3151	Mouse	1213	796	25	1588	1051	319	1094
mDDR_3152	Mouse	560	215	14	559	433	119	437
mDDR_3153	Mouse	1848	1100	29	1329	1356	686	1346
mDDR_3154	Mouse	2518	1789	53	3104	2220	886	2366
mDDR_3155	Mouse	5179	2657	89	4390	3535	1146	2924
mDDR_3156	Mouse	1849	766	43	2899	1476	469	1527
mDDR_3157	Mouse	2479	1620	65	2799	2003	1044	2109
mDDR_3158	Mouse	2086	804	30	1771	1575	506	1621
mDDR_3159	Mouse	2579	1174	33	2239	1556	651	1527
mDDR_3160	Mouse	1336	460	15	1224	990	442	949
mDDR_3161	Mouse	3356	1294	37	2936	2401	970	1873
mDDR_3162	Mouse	1357	659	21	1933	1325	466	1124
mDDR_3163	Mouse	1610	1238	23	1966	1145	382	1093
mDDR_3164	Mouse	848	621	8	619	652	284	538
mDDR_3165	Mouse	1096	568	17	1068	684	279	716
mDDR_3166	Mouse	2075	1060	31	2537	1850	715	1996
mDDR_3167	Mouse	1044	673	11	446	730	286	564
mDDR_3168	Mouse	3367	1365	52	3064	2310	881	2397
mDDR_3169	Mouse	2336	1512	36	2535	2577	973	2323
mDDR_3170	Mouse	1042	315	14	442	741	248	543
mDDR_3171	Mouse	2174	1239	38	1813	965	549	1155
mDDR_3172	Mouse	1277	631	14	631	589	292	630
mDDR_3173	Mouse	4006	2179	57	2641	3112	832	2492
mDDR_3174	Mouse	353	135	5	327	211	101	236
mDDR_3175	Mouse	2765	1815	51	4706	3258	849	1960
mDDR_3176	Mouse	3058	2152	54	2194	2657	872	1909
mDDR_3177	Mouse	2840	1979	48	2374	2905	812	1827
mDDR_3178	Mouse	1544	1115	26	1509	1400	490	1508
mDDR_3179	Mouse	1130	541	20	1587	1063	383	820
mDDR_3180	Mouse	1621	1152	21	1441	1319	686	1247
mDDR_3181	Mouse	2401	1164	22	2601	2010	761	1580
mDDR_3182	Mouse	797	341	22	519	536	261	547
mDDR_3183	Mouse	2118	949	44	1420	1583	405	1254
mDDR_3184	Mouse	594	334	5	707	292	240	311
mDDR_3185	Mouse	2491	1773	47	1649	1952	751	1701
mDDR_3186	Mouse	1416	849	20	1425	1096	272	895
mDDR_3187	Mouse	1668	971	32	1554	1474	612	1292
mDDR_3188	Mouse	2451	1183	31	2170	1061	589	1440
mDDR_3189	Mouse	1375	533	26	1998	807	454	877
mDDR_3190	Mouse	1527	796	18	1978	1152	460	916
mDDR_3191	Mouse	697	254	6	275	618	208	252
mDDR_3192	Mouse	2680	1539	43	1994	2325	660	1459
mDDR_3193	Mouse	1591	873	32	1673	717	396	797
mDDR_3194	Mouse	2450	1891	29	2460	1643	902	1681
mDDR_3195	Mouse	3574	2670	75	3887	2804	1178	2666
mDDR_3196	Mouse	1369	777	40	975	757	458	982
mDDR_3197	Mouse	3071	1652	62	3026	2868	971	2151
mDDR_3198	Mouse	1106	717	22	1036	708	268	631
mDDR_3199	Mouse	700	871	10	606	727	263	474
mDDR_3200	Mouse	2349	1302	44	2380	1873	714	1731
mDDR_3201	Mouse	2720	1504	23	2434	2395	1026	2218
mDDR_3202	Mouse	2421	476	21	1407	1454	422	1035
mDDR_3203	Mouse	2797	1896	65	4648	3356	892	2060
mDDR_3204	Mouse	979	427	22	1153	680	303	869
mDDR_3205	Mouse	1178	567	36	1104	859	313	841
mDDR_3206	Mouse	2609	1345	39	1818	1436	604	1308
mDDR_3207	Mouse	2246	1760	32	2927	1613	691	1709
mDDR_3208	Mouse	2544	1227	33	1642	1919	503	1128
mDDR_3209	Mouse	1752	1089	28	1612	1448	674	1129
mDDR_3210	Mouse	1912	1121	43	1844	1401	341	1202
mDDR_3211	Mouse	2508	1645	36	3429	2094	987	1894
mDDR_3212	Mouse	1816	852	16	1071	925	227	1159
mDDR_3213	Mouse	3024	1918	60	3570	1936	791	1595
mDDR_3214	Mouse	2224	1195	44	1411	1099	650	1128
mDDR_3215	Mouse	1049	816	18	759	646	297	703
mDDR_3216	Mouse	2241	1345	34	1827	2001	667	1597
mDDR_3217	Mouse	1290	346	27	168	909	140	540
mDDR_3218	Mouse	1849	664	12	1329	1332	442	1060
mDDR_3219	Mouse	2523	1583	51	2069	1635	940	1711
mDDR_3220	Mouse	919	580	12	559	522	241	254
mDDR_3221	Mouse	445	530	15	430	327	196	498
mDDR_3222	Mouse	2197	845	24	2328	1455	731	1662
mDDR_3223	Mouse	1321	860	23	1239	1379	361	1250
mDDR_3224	Mouse	1772	1342	35	1689	1117	532	1300
mDDR_3225	Mouse	1360	944	21	2638	1093	481	1111
mDDR_3226	Mouse	1812	756	30	2900	2118	719	1661
mDDR_3227	Mouse	2415	1280	38	2478	1908	690	1720
mDDR_3228	Mouse	1418	719	18	1518	761	423	795
mDDR_3229	Mouse	395	285	11	360	455	79	276
mDDR_3230	Mouse	2087	1849	27	1699	1400	631	1453
mDDR_3231	Mouse	1151	472	20	784	783	281	837
mDDR_3232	Mouse	1891	1177	36	1767	1689	544	1017
mDDR_3233	Mouse	2060	1365	50	1419	1816	716	1881
mDDR_3234	Mouse	3352	2099	63	4888	3093	1149	2670
mDDR_3235	Mouse	948	370	11	1581	949	277	733
mDDR_3236	Mouse	682	353	8	281	262	206	243
mDDR_3237	Mouse	2725	1463	32	2682	2066	718	2184
mDDR_3238	Mouse	1414	508	18	1304	1312	370	1098
mDDR_3239	Mouse	5577	5203	106	6312	4743	1949	4600
mDDR_3240	Mouse	1849	933	21	1939	1240	391	1273
mDDR_3241	Mouse	2477	1009	46	2418	2010	795	1721
mDDR_3242	Mouse	1247	628	14	1100	980	334	874
mDDR_3243	Mouse	1195	155	5	418	410	189	389
mDDR_3244	Mouse	1511	737	14	1909	1144	552	1206
mDDR_3245	Mouse	1226	546	10	570	574	354	420
mDDR_3246	Mouse	1347	875	19	1215	939	470	996
mDDR_3247	Mouse	3675	2688	53	3311	3485	1031	2670
mDDR_3248	Mouse	1341	1032	12	2550	1164	348	904
mDDR_3249	Mouse	2519	442	34	637	615	179	645
mDDR_3250	Mouse	1287	255	17	215	286	133	563
mDDR_3251	Mouse	2427	1298	40	1409	1698	614	1312
mDDR_3252	Mouse	2842	1813	49	3963	2666	892	2467
mDDR_3253	Mouse	3512	874	21	1257	1611	464	865
mDDR_3254	Mouse	1527	957	31	1397	1273	365	874
mDDR_3255	Mouse	1825	883	32	1042	755	307	964
mDDR_3256	Mouse	1670	887	32	1523	1002	586	1268
mDDR_3257	Mouse	2219	1241	47	1868	1812	614	1610
mDDR_3258	Mouse	1756	1016	28	1242	1288	584	1458
mDDR_3259	Mouse	3357	1993	64	3476	2903	1154	2557
mDDR_3260	Mouse	2506	1944	40	3396	2625	881	2296
mDDR_3261	Mouse	3244	1368	30	3017	2155	938	1710
mDDR_3262	Mouse	314	97	2	195	174	66	328
mDDR_3263	Mouse	394	86	4	427	314	61	284
mDDR_3264	Mouse	2845	1826	62	3324	2944	810	1944
mDDR_3265	Mouse	3142	1634	49	3281	1979	957	1787
mDDR_3266	Mouse	2390	1851	27	1992	1751	739	1408
mDDR_3267	Mouse	1065	338	4	1151	459	115	466
mDDR_3268	Mouse	1757	616	33	2828	1469	669	1571
mDDR_3269	Mouse	1558	896	31	2729	1280	414	1297
mDDR_3270	Mouse	1478	724	26	1836	1064	423	1245
mDDR_3271	Mouse	626	343	7	986	463	297	444
mDDR_3272	Mouse	2300	1020	42	2883	1447	586	1808
mDDR_3273	Mouse	3494	571	13	2234	1068	318	1079
mDDR_3274	Mouse	2941	1869	54	3141	2657	1113	2598
mDDR_3275	Mouse	1878	1146	55	2209	1349	666	1824
mDDR_3276	Mouse	1207	291	14	529	575	399	473
mDDR_3277	Mouse	1680	1113	16	1196	1361	566	1356
mDDR_3278	Mouse	1372	670	14	738	817	207	926
mDDR_3279	Mouse	1860	1494	46	2202	1462	659	1563
mDDR_3280	Mouse	2081	1301	33	1788	1167	487	1177
mDDR_3281	Mouse	2021	1259	32	1394	1136	346	1189
mDDR_3282	Mouse	1072	758	32	821	969	316	949
mDDR_3283	Mouse	544	283	18	579	287	202	321
mDDR_3284	Mouse	2473	298	20	736	663	202	724
mDDR_3285	Mouse	1352	524	30	1048	776	238	889
mDDR_3286	Mouse	2946	1848	37	1592	1731	513	1462
mDDR_3287	Mouse	2781	1480	32	1311	2025	824	1942
mDDR_3288	Mouse	1049	644	12	1738	870	340	697
mDDR_3289	Mouse	255	96	0	128	219	86	194
mDDR_3290	Mouse	1159	880	28	783	857	489	830
mDDR_3291	Mouse	2225	1538	17	1839	1658	548	1351
mDDR_3292	Mouse	3088	2623	56	3210	2308	720	2205
mDDR_3293	Mouse	763	412	8	1008	447	350	462
mDDR_3294	Mouse	3457	2790	72	4166	3186	1409	3001
mDDR_3295	Mouse	2322	1419	33	1971	2130	746	1551
mDDR_3296	Mouse	462	178	7	584	540	105	478
mDDR_3297	Mouse	769	744	21	821	538	201	352
mDDR_3298	Mouse	941	517	12	1263	796	284	762
mDDR_3299	Mouse	2228	1150	40	2216	2204	773	1899
mDDR_3300	Mouse	1425	548	9	811	870	329	1191
mDDR_3301	Mouse	4154	1672	45	2945	3121	1137	3025
mDDR_3302	Mouse	3734	2562	66	4553	2945	1375	2312
mDDR_3303	Mouse	3001	1701	67	3104	2426	805	1990
mDDR_3304	Mouse	2594	1526	53	2844	1557	791	1537
mDDR_3305	Mouse	2051	1078	44	2857	1756	678	1703
mDDR_3306	Mouse	1501	464	18	2297	1063	560	1227
mDDR_3307	Mouse	2960	1400	47	1796	1747	636	1577
mDDR_3308	Mouse	925	519	6	1034	638	304	648
mDDR_3309	Mouse	3265	1912	44	2808	1894	524	1576
mDDR_3310	Mouse	3032	1536	55	3650	2580	975	1916
mDDR_3311	Mouse	1846	528	32	1047	1136	313	880
mDDR_3312	Mouse	1524	820	20	2239	1578	684	1341
mDDR_3313	Mouse	1992	2153	20	2681	1436	609	1577
mDDR_3314	Mouse	1690	500	29	1991	1227	494	1184
mDDR_3315	Mouse	2008	886	33	2807	1863	676	1675
mDDR_3316	Mouse	3194	2181	51	2980	2553	814	1914
mDDR_3317	Mouse	2476	1437	33	2178	2009	535	1624
mDDR_3318	Mouse	3191	1674	32	3063	2386	845	2341
mDDR_3319	Mouse	2147	1104	37	3143	1507	795	1938
mDDR_3320	Mouse	2581	1524	38	1482	1906	673	1640
mDDR_3321	Mouse	1047	327	5	906	528	168	509
mDDR_3322	Mouse	1883	1109	21	2281	1602	500	1533
mDDR_3323	Mouse	1446	416	11	401	725	238	733
mDDR_3324	Mouse	1150	553	15	516	579	346	762
mDDR_3325	Mouse	1802	1354	37	2034	1121	533	1111
mDDR_3326	Mouse	1685	1518	10	1340	1567	485	1060
mDDR_3327	Mouse	1293	1222	18	1052	971	344	981
mDDR_3328	Mouse	1951	2726	45	2390	1387	648	1435
mDDR_3329	Mouse	1497	791	19	1532	1076	341	1108
mDDR_3330	Mouse	2665	1899	61	3338	2185	681	1883
mDDR_3331	Mouse	2857	1825	41	2767	3428	894	2105
mDDR_3332	Mouse	1290	442	14	1035	669	164	405
mDDR_3333	Mouse	1271	460	23	1477	825	313	904
mDDR_3334	Mouse	1416	705	21	760	721	290	583
mDDR_3335	Mouse	2570	416	18	1019	776	255	750
mDDR_3336	Mouse	966	452	10	796	497	144	515
mDDR_3337	Mouse	2630	1776	40	2205	1960	861	1749
mDDR_3338	Mouse	3005	2188	50	3987	3121	951	2007
mDDR_3339	Mouse	2708	1597	51	3024	2392	690	1988
mDDR_3340	Mouse	3028	1328	29	2416	2347	682	1967
mDDR_3341	Mouse	3195	1229	37	1890	1761	685	1550
mDDR_3342	Mouse	3190	1527	33	2613	1998	840	1883
mDDR_3343	Mouse	839	385	7	590	332	236	578
mDDR_3344	Mouse	1334	405	7	259	296	192	298
mDDR_3345	Mouse	2718	1459	56	3407	2719	964	2252
mDDR_3346	Mouse	1523	510	28	865	936	267	864
mDDR_3347	Mouse	1817	920	21	1691	1423	549	1480
mDDR_3348	Mouse	1560	993	29	1760	1317	412	1365
mDDR_3349	Mouse	1429	663	15	1752	1635	540	1265
mDDR_3350	Mouse	1083	399	21	927	576	265	603
mDDR_3351	Mouse	1517	411	10	963	600	215	599
mDDR_3352	Mouse	2707	1832	46	2986	1987	870	2392
mDDR_3353	Mouse	1792	862	18	2334	1125	594	1226
mDDR_3354	Mouse	2605	1001	32	2191	1728	753	1559
mDDR_3355	Mouse	2279	1060	65	2279	2534	758	1858
mDDR_3356	Mouse	2215	1468	40	1910	2624	579	1590
mDDR_3357	Mouse	3037	992	22	1743	1456	510	1072
mDDR_3358	Mouse	1506	788	24	2065	581	251	773
mDDR_3359	Mouse	1854	820	23	1794	1508	542	1348
mDDR_3360	Mouse	1343	856	22	1432	944	351	960
mDDR_3361	Mouse	1823	1429	31	2838	1254	508	1507
mDDR_3362	Mouse	1442	643	28	2101	1063	398	934
mDDR_3363	Mouse	1607	880	32	1400	858	178	784
mDDR_3364	Mouse	3185	2412	60	2906	2567	997	2394
mDDR_3365	Mouse	4495	1791	54	2842	2458	1094	2131
mDDR_3366	Mouse	1591	705	24	1102	1140	336	800
mDDR_3367	Mouse	3828	1469	54	1850	2335	835	1778
mDDR_3368	Mouse	1165	972	27	1940	887	444	972
mDDR_3369	Mouse	2503	1562	62	3967	2775	795	2505
mDDR_3370	Mouse	1786	1319	49	2916	1171	521	1104
mDDR_3371	Mouse	1896	846	31	1469	1301	449	1234
mDDR_3372	Mouse	2220	1101	36	2207	1840	717	1431
mDDR_3373	Mouse	661	273	22	686	845	266	801
mDDR_3374	Mouse	3564	1042	47	2379	2400	764	1581
mDDR_3375	Mouse	731	471	21	1124	586	460	629
mDDR_3376	Mouse	1518	950	35	2137	1461	432	1488
mDDR_3377	Mouse	778	471	13	1454	1060	463	809
mDDR_3378	Mouse	1453	658	7	772	749	181	613
mDDR_3379	Mouse	1274	436	19	1388	628	343	642
mDDR_3380	Mouse	3085	630	25	2428	1863	770	1490
mDDR_3381	Mouse	978	420	17	1180	1274	421	929
mDDR_3382	Mouse	2522	2033	31	1243	1387	350	1210
mDDR_3383	Mouse	1268	812	20	1243	992	428	855
mDDR_3384	Mouse	2807	1701	51	3662	2575	1059	2369
mDDR_3385	Mouse	1251	774	19	1463	694	407	942
mDDR_3386	Mouse	2164	896	27	2356	1109	366	1316
mDDR_3387	Mouse	2375	1088	46	2492	2162	839	1711
mDDR_3388	Mouse	1170	723	22	1154	1266	362	926
mDDR_3389	Mouse	2731	1953	51	3111	2431	865	1790
mDDR_3390	Mouse	1852	1469	39	1881	1042	408	1172
mDDR_3391	Mouse	1212	279	11	592	470	224	448
mDDR_3392	Mouse	1908	761	39	1986	1154	512	978
mDDR_3393	Mouse	1685	816	24	1723	1419	480	1005
mDDR_3394	Mouse	1738	1109	15	1915	2223	591	1388
mDDR_3395	Mouse	1438	843	17	1033	1472	391	882
mDDR_3396	Mouse	1508	1013	38	1244	950	356	1001
mDDR_3397	Mouse	2296	1245	26	2376	1453	523	1350
mDDR_3398	Mouse	1538	543	28	1297	906	383	1098
mDDR_3399	Mouse	351	109	5	403	358	128	555
mDDR_3400	Mouse	1516	1379	25	2298	953	280	814
mDDR_3401	Mouse	2213	993	29	2011	1565	606	1391
mDDR_3402	Mouse	1948	737	13	1421	1310	376	919
mDDR_3403	Mouse	1114	607	22	437	760	317	597
mDDR_3404	Mouse	2681	1511	48	1652	1878	621	1460
mDDR_3405	Mouse	2883	2052	31	2739	2340	728	1522
mDDR_3406	Mouse	2508	1396	30	1752	1193	621	1022
mDDR_3407	Mouse	1324	450	13	470	857	183	519
mDDR_3408	Mouse	1147	606	12	881	1129	399	765
mDDR_3409	Mouse	1141	767	30	1694	1079	307	944
