guide	gene	plasmid	PolM_KO	PolM_KO_hPOLM	PolM_WT	PolQ_WT	PolQ_KO_hPOLQ	PolQ_KO
mDDR_1	Aicda	534	77	2	148	124	113	108
mDDR_2	Aicda	1154	888	18	1324	688	439	351
mDDR_3	Aicda	576	215	7	463	401	201	318
mDDR_4	Aicda	1200	549	14	1038	1011	426	834
mDDR_5	Aicda	2017	1142	33	2204	1392	557	762
mDDR_6	Aicda	1271	1067	27	1090	1037	404	766
mDDR_7	Aicda	2146	1090	38	1617	1874	621	1107
mDDR_8	Aicda	1879	715	23	1946	1693	519	789
mDDR_9	Aicda	1774	1469	42	2551	1212	536	1543
mDDR_10	Aicda	797	211	5	546	563	181	465
mDDR_11	Alkbh2	1225	219	5	860	566	160	480
mDDR_12	Alkbh2	1508	741	21	1487	987	359	1157
mDDR_13	Alkbh2	2443	1180	39	2648	2040	814	1465
mDDR_14	Alkbh2	1040	267	20	462	462	101	339
mDDR_15	Alkbh2	1531	1005	19	1147	1146	402	1009
mDDR_16	Alkbh2	1196	591	21	887	1166	355	817
mDDR_17	Alkbh2	2772	1399	31	1940	1884	648	1362
mDDR_18	Alkbh2	1270	919	18	1458	1102	232	529
mDDR_19	Alkbh2	3259	1491	36	2083	2073	784	1224
mDDR_20	Alkbh2	2932	1341	71	3371	2141	855	1223
mDDR_21	Alkbh3	2436	1716	34	2340	1657	892	1088
mDDR_22	Alkbh3	1600	946	32	1524	897	351	526
mDDR_23	Alkbh3	1702	950	22	675	1133	345	579
mDDR_24	Alkbh3	1787	1226	31	1660	1244	382	1362
mDDR_25	Alkbh3	1946	1283	47	2334	2399	551	985
mDDR_26	Alkbh3	1559	217	5	540	803	244	333
mDDR_27	Alkbh3	1904	1362	21	1619	1590	487	505
mDDR_28	Alkbh3	2189	529	9	1344	1462	438	1099
mDDR_29	Alkbh3	2362	1535	40	2243	1805	805	1223
mDDR_30	Alkbh3	1767	735	25	1561	1155	446	855
mDDR_31	Apex1	831	291	21	634	775	236	523
mDDR_32	Apex1	1216	528	29	1430	1138	333	1124
mDDR_33	Apex1	2834	1492	54	3504	2698	932	1896
mDDR_34	Apex1	1642	717	30	1709	1674	539	1336
mDDR_35	Apex1	1579	1203	22	2443	1332	620	1149
mDDR_36	Apex1	2011	611	23	1041	1296	351	909
mDDR_37	Apex1	3321	1946	60	2761	2908	935	1973
mDDR_38	Apex1	1420	838	20	1083	1125	433	941
mDDR_39	Apex1	529	191	5	299	257	137	275
mDDR_40	Apex1	3629	1902	77	4097	2522	843	1916
mDDR_41	Apex2	1131	441	20	1008	778	177	632
mDDR_42	Apex2	1803	1450	36	1738	1232	434	1094
mDDR_43	Apex2	1326	488	8	1007	1195	334	598
mDDR_44	Apex2	3449	1397	53	2648	2367	1078	1910
mDDR_45	Apex2	2568	914	48	2482	2004	632	1329
mDDR_46	Apex2	2677	612	35	1389	1251	496	1217
mDDR_47	Apex2	2278	1413	38	1859	1499	574	1269
mDDR_48	Apex2	1545	514	22	1052	1211	231	869
mDDR_49	Apex2	1110	347	8	877	625	334	733
mDDR_50	Apex2	1127	479	23	1321	861	327	491
mDDR_51	Apobec1	1221	529	16	1282	1228	281	464
mDDR_52	Apobec1	1793	348	20	593	407	246	321
mDDR_53	Apobec1	2059	1437	32	2145	1879	719	1108
mDDR_54	Apobec1	3687	1930	53	3100	2243	846	1997
mDDR_55	Apobec1	1895	1116	40	1172	1403	570	814
mDDR_56	Apobec1	747	508	15	566	401	172	409
mDDR_57	Apobec1	1826	1615	29	1573	1151	541	640
mDDR_58	Apobec1	1828	353	5	597	592	124	461
mDDR_59	Apobec1	1432	612	18	1391	826	356	782
mDDR_60	Apobec1	1084	423	33	956	996	222	541
mDDR_61	Apobec2	1749	984	37	1884	1527	545	1172
mDDR_62	Apobec2	1329	705	21	1880	981	387	520
mDDR_63	Apobec2	891	420	15	941	983	157	356
mDDR_64	Apobec2	2062	1011	49	1904	1513	611	1052
mDDR_65	Apobec2	1638	394	32	831	779	307	399
mDDR_66	Apobec2	2110	1357	47	2226	2074	849	1062
mDDR_67	Apobec2	1674	1770	20	1344	1153	440	717
mDDR_68	Apobec2	2151	2083	42	2648	1784	948	1559
mDDR_69	Apobec2	4499	2908	62	4301	4106	1320	2197
mDDR_70	Apobec2	2596	1214	36	2848	2436	717	1849
mDDR_71	Apobec3	1837	427	18	1280	844	350	714
mDDR_72	Apobec3	1473	988	18	1851	1363	410	934
mDDR_73	Apobec3	1021	820	15	1101	614	219	719
mDDR_74	Apobec3	801	507	11	1347	756	175	569
mDDR_75	Apobec3	2115	1322	24	1496	1271	405	857
mDDR_76	Apobec3	2130	1065	22	1494	1634	569	695
mDDR_77	Apobec3	301	166	13	204	141	36	93
mDDR_78	Apobec3	311	209	6	234	359	94	382
mDDR_79	Apobec3	1631	706	54	1323	1342	451	1254
mDDR_80	Apobec3	2657	1162	48	3021	2841	1127	1756
mDDR_81	Apobec4	2311	1007	67	1718	1947	650	1147
mDDR_82	Apobec4	2544	1195	21	1937	1505	581	1316
mDDR_83	Apobec4	5255	2593	59	2902	2607	913	1453
mDDR_84	Apobec4	1962	1116	22	1965	1477	568	1082
mDDR_85	Apobec4	3081	1593	39	3124	2472	823	1460
mDDR_86	Apobec4	3278	1717	56	3634	2368	988	2078
mDDR_87	Apobec4	1489	611	18	1602	1114	320	452
mDDR_88	Apobec4	2907	1350	22	1756	1139	586	940
mDDR_89	Apobec4	1828	752	34	1657	1573	581	953
mDDR_90	Apobec4	2029	846	16	1938	976	432	531
mDDR_91	Aptx	3565	1908	48	2885	2190	970	1975
mDDR_92	Aptx	651	191	9	556	745	168	431
mDDR_93	Aptx	1241	396	8	652	813	133	211
mDDR_94	Aptx	2374	1357	42	1725	1938	727	1858
mDDR_95	Aptx	1852	1310	30	2337	1664	621	1884
mDDR_96	Aptx	2868	1428	42	1895	1609	690	1561
mDDR_97	Aptx	3881	2336	64	2631	2842	1369	2382
mDDR_98	Aptx	3166	1472	42	1663	2131	768	1038
mDDR_99	Aptx	2913	1129	59	2844	1874	786	929
mDDR_100	Aptx	1469	524	26	1547	1280	433	534
mDDR_101	Arid3a	1336	906	34	1683	1568	620	1092
mDDR_102	Arid3a	935	342	12	803	341	193	674
mDDR_103	Arid3a	1266	835	13	1282	951	328	610
mDDR_104	Arid3a	998	420	9	1247	940	261	473
mDDR_105	Arid3a	4411	2325	79	3876	2811	1062	2920
mDDR_106	Arid3a	380	162	3	485	137	139	168
mDDR_107	Arid3a	1767	1176	50	1611	1777	624	838
mDDR_108	Arid3a	2498	1447	63	1963	1976	779	1759
mDDR_109	Arid3a	2417	1112	44	2152	1851	911	895
mDDR_110	Arid3a	458	212	6	371	804	172	355
mDDR_111	Arid4a	2691	1096	29	1654	1381	710	1128
mDDR_112	Arid4a	1933	889	25	1287	870	285	664
mDDR_113	Arid4a	2164	450	18	1202	1035	432	724
mDDR_114	Arid4a	1298	450	31	586	675	375	741
mDDR_115	Arid4a	2804	1749	57	2012	1622	573	1094
mDDR_116	Arid4a	2057	1443	22	1941	831	366	581
mDDR_117	Arid4a	1130	585	28	1595	936	367	881
mDDR_118	Arid4a	2230	1025	38	1909	1685	548	1043
mDDR_119	Arid4a	1516	856	25	1438	1137	447	762
mDDR_120	Arid4a	3010	1309	23	1640	1653	427	1024
mDDR_121	Arid4b	2780	959	36	1645	1829	606	981
mDDR_122	Arid4b	3180	2009	46	3337	1852	1025	1089
mDDR_123	Arid4b	696	362	11	752	705	112	539
mDDR_124	Arid4b	2653	696	31	1092	958	532	763
mDDR_125	Arid4b	2292	1377	41	801	1199	806	723
mDDR_126	Arid4b	1977	1087	33	1946	1290	553	1362
mDDR_127	Arid4b	1709	1028	22	1834	1693	715	1132
mDDR_128	Arid4b	2091	1383	35	1685	1194	581	839
mDDR_129	Arid4b	1523	1060	19	1635	843	287	837
mDDR_130	Arid4b	197	47	2	113	147	79	62
mDDR_131	Atad5	2162	1275	22	2254	1237	497	1048
mDDR_132	Atad5	1105	500	9	454	331	288	555
mDDR_133	Atad5	1436	409	24	616	710	170	524
mDDR_134	Atad5	2667	1529	36	2279	1691	614	1477
mDDR_135	Atad5	1629	689	20	1055	1068	344	733
mDDR_136	Atad5	3052	1746	38	1494	1526	590	964
mDDR_137	Atad5	942	289	16	688	487	376	329
mDDR_138	Atad5	844	464	17	435	330	156	420
mDDR_139	Atad5	1039	630	16	1076	1026	251	398
mDDR_140	Atad5	2058	882	36	2235	1701	775	1565
mDDR_141	Atf2	2022	621	18	1344	838	378	472
mDDR_142	Atf2	1319	1230	20	1527	1123	429	768
mDDR_143	Atf2	2438	1228	34	1946	1719	873	1370
mDDR_144	Atf2	2960	1521	58	2187	2221	764	1243
mDDR_145	Atf2	3519	1852	48	3240	2222	948	1255
mDDR_146	Atf2	1140	866	23	1142	969	311	748
mDDR_147	Atf2	1347	476	10	490	526	277	551
mDDR_148	Atf2	2290	1933	50	3258	2113	760	1714
mDDR_149	Atf2	2421	1173	35	2016	2147	818	1935
mDDR_150	Atf2	1509	841	27	1551	1536	413	761
mDDR_151	Atm	1375	464	8	467	683	168	362
mDDR_152	Atm	1102	416	21	730	547	227	311
mDDR_153	Atm	2530	615	28	1188	1024	316	595
mDDR_154	Atm	3725	1526	58	1919	2163	604	1295
mDDR_155	Atm	1345	342	21	367	1201	201	458
mDDR_156	Atm	2518	775	29	1559	1714	434	1047
mDDR_157	Atm	975	375	8	1135	587	184	513
mDDR_158	Atm	1442	510	27	527	1118	283	470
mDDR_159	Atm	3364	1352	38	1602	1852	696	690
mDDR_160	Atm	2410	685	30	883	1320	335	396
mDDR_161	Atr	4044	1574	81	2973	2425	1125	1875
mDDR_162	Atr	1958	1130	33	2066	1601	524	1281
mDDR_163	Atr	1316	303	14	1012	896	371	960
mDDR_164	Atr	180	30	2	48	173	72	164
mDDR_165	Atr	1462	924	30	1795	940	577	974
mDDR_166	Atr	2725	145	15	510	1155	251	495
mDDR_167	Atr	1157	231	9	513	675	131	314
mDDR_168	Atr	2373	713	34	1080	1258	434	891
mDDR_169	Atr	849	48	9	65	198	23	214
mDDR_170	Atr	880	31	15	44	323	105	169
mDDR_171	Atrip	3637	1656	62	2610	2752	1120	1825
mDDR_172	Atrip	862	324	19	1069	1057	300	709
mDDR_173	Atrip	1708	854	17	1487	1198	457	1061
mDDR_174	Atrip	2020	534	14	1161	1192	395	663
mDDR_175	Atrip	1146	126	14	744	567	166	415
mDDR_176	Atrip	2882	818	41	951	1673	328	1036
mDDR_177	Atrip	1537	416	14	1712	958	173	291
mDDR_178	Atrip	1994	1055	28	1877	1487	476	821
mDDR_179	Atrip	3094	290	8	379	946	287	588
mDDR_180	Atrip	3545	1163	37	1953	1862	561	965
mDDR_181	Atrx	1507	809	18	817	1276	384	866
mDDR_182	Atrx	3224	1130	34	2114	1504	347	1139
mDDR_183	Atrx	707	440	12	661	758	159	573
mDDR_184	Atrx	761	338	8	595	527	231	419
mDDR_185	Atrx	2993	417	23	877	1113	413	920
mDDR_186	Atrx	2306	1742	48	2216	1386	734	1484
mDDR_187	Atrx	709	130	15	791	334	273	344
mDDR_188	Atrx	2641	1516	52	3624	2621	802	1171
mDDR_189	Atrx	2857	1323	56	3632	2120	893	1162
mDDR_190	Atrx	1899	1180	43	2457	1214	641	1241
mDDR_191	Aurka	1888	834	40	2497	1831	670	1116
mDDR_192	Aurka	3122	966	24	1535	1742	557	989
mDDR_193	Aurka	2663	309	24	892	1102	366	440
mDDR_194	Aurka	1577	134	3	466	501	146	92
mDDR_195	Aurka	1161	370	11	244	562	97	222
mDDR_196	Aurka	2403	782	23	1581	1587	569	1044
mDDR_197	Aurka	1307	193	12	135	664	173	326
mDDR_198	Aurka	2528	570	28	1123	1505	358	1284
mDDR_199	Aurka	5114	1711	45	1235	2801	892	1821
mDDR_200	Aurka	1543	271	13	646	464	150	281
mDDR_201	Bard1	810	157	8	267	530	225	413
mDDR_202	Bard1	2463	1002	17	1201	1152	600	1076
mDDR_203	Bard1	1435	634	26	952	1454	494	858
mDDR_204	Bard1	1848	682	14	1066	906	536	730
mDDR_205	Bard1	1584	166	10	666	446	195	393
mDDR_206	Bard1	2482	541	7	669	1182	290	417
mDDR_207	Bard1	1691	163	11	269	878	349	522
mDDR_208	Bard1	3176	150	20	355	751	239	597
mDDR_209	Bard1	1660	607	22	1547	1251	595	788
mDDR_210	Bard1	1184	134	8	401	535	179	134
mDDR_211	Blm	1981	630	16	1208	1125	378	555
mDDR_212	Blm	662	295	14	830	598	223	177
mDDR_213	Blm	1122	646	24	1054	869	269	449
mDDR_214	Blm	2283	711	9	399	493	184	330
mDDR_215	Blm	2424	933	18	1184	1767	401	808
mDDR_216	Blm	2355	898	48	1818	1614	547	1006
mDDR_217	Blm	480	145	12	720	868	196	619
mDDR_218	Blm	1088	372	13	682	726	187	462
mDDR_219	Blm	1962	1386	35	2040	1458	521	1227
mDDR_220	Blm	2726	901	22	1634	1387	312	858
mDDR_221	Brca1	789	241	12	284	451	118	325
mDDR_222	Brca1	1452	482	26	1364	887	421	598
mDDR_223	Brca1	2358	1179	46	1723	1924	687	1462
mDDR_224	Brca1	1209	495	23	611	672	183	542
mDDR_225	Brca1	1598	1116	33	1280	997	522	774
mDDR_226	Brca1	2577	994	28	2317	1890	954	1750
mDDR_227	Brca1	1690	322	17	778	810	558	1004
mDDR_228	Brca1	2458	772	28	1469	1450	474	1454
mDDR_229	Brca1	2073	416	33	1607	1264	484	944
mDDR_230	Brca1	1906	803	29	1328	1145	330	1312
mDDR_231	Brca2	1146	215	12	904	909	332	475
mDDR_232	Brca2	2753	1616	37	1492	1540	583	995
mDDR_233	Brca2	2018	1638	43	1687	1535	779	1196
mDDR_234	Brca2	1475	775	13	816	819	335	402
mDDR_235	Brca2	2918	1406	43	2687	1807	918	1514
mDDR_236	Brca2	1645	675	27	1299	670	394	534
mDDR_237	Brca2	1825	943	28	1552	1274	629	945
mDDR_238	Brca2	2205	904	44	1448	4034	560	1129
mDDR_239	Brca2	3240	1159	59	1784	1637	521	1123
mDDR_240	Brca2	1686	1300	24	1889	1254	444	1259
mDDR_241	Brd4	1104	470	12	1394	769	227	696
mDDR_242	Brd4	1178	628	18	641	484	323	397
mDDR_243	Brd4	677	119	4	59	473	138	286
mDDR_244	Brd4	1917	346	18	553	498	221	366
mDDR_245	Brd4	1554	467	29	695	702	158	301
mDDR_246	Brd4	2336	1377	53	2385	1816	615	1208
mDDR_247	Brd4	2286	1042	34	1554	1709	443	782
mDDR_248	Brd4	823	486	11	1426	695	365	682
mDDR_249	Brd4	1552	773	16	1128	1076	190	655
mDDR_250	Brd4	1227	770	16	682	1177	348	516
mDDR_251	Brip1	2571	1022	55	3016	2206	707	1579
mDDR_252	Brip1	2467	671	16	1006	762	253	496
mDDR_253	Brip1	1613	1477	20	1971	665	489	781
mDDR_254	Brip1	1222	686	29	1209	1098	387	766
mDDR_255	Brip1	1071	270	9	215	377	120	225
mDDR_256	Brip1	1694	375	21	1563	1181	352	778
mDDR_257	Brip1	1233	1056	28	1588	1261	591	841
mDDR_258	Brip1	1396	636	13	1118	698	174	473
mDDR_259	Brip1	1977	1233	32	1826	1512	588	831
mDDR_260	Brip1	1740	836	21	1259	1213	523	729
mDDR_261	Carm1	2018	1013	23	1767	1219	563	875
mDDR_262	Carm1	541	179	12	196	250	118	220
mDDR_263	Carm1	113	41	0	26	126	23	82
mDDR_264	Carm1	741	222	8	1024	922	297	617
mDDR_265	Carm1	2773	745	35	2191	1342	554	1249
mDDR_266	Carm1	2215	977	35	3506	1504	516	1227
mDDR_267	Carm1	3257	1475	49	2325	1794	656	1218
mDDR_268	Carm1	2284	1684	63	2038	2240	662	1153
mDDR_269	Carm1	1171	579	17	805	460	160	326
mDDR_270	Carm1	2115	813	30	2020	921	504	880
mDDR_271	Cbx1	5206	2752	77	4523	3592	1249	3238
mDDR_272	Cbx1	1907	1465	28	2630	1342	453	1033
mDDR_273	Cbx1	1767	1194	50	2254	2116	587	1282
mDDR_274	Cbx1	1682	522	30	604	655	117	334
mDDR_275	Cbx1	1886	1170	40	1520	1285	620	1207
mDDR_276	Cbx1	2650	2138	58	3740	2984	862	2581
mDDR_277	Cbx1	1056	665	16	868	840	286	839
mDDR_278	Cbx1	977	339	9	774	835	180	571
mDDR_279	Cbx1	1724	845	32	1828	1826	588	1265
mDDR_280	Cbx1	1330	780	38	1335	1133	647	942
mDDR_281	Cbx3	3885	1079	62	1402	1847	661	535
mDDR_282	Cbx3	1242	35	6	40	195	66	31
mDDR_283	Cbx3	1951	646	28	838	1586	531	643
mDDR_284	Cbx3	3197	1282	47	2239	1997	709	1539
mDDR_285	Cbx3	1609	743	36	1455	1264	456	638
mDDR_286	Cbx3	1899	1081	41	1725	1345	600	1237
mDDR_287	Cbx3	3835	2035	76	2519	2980	961	1573
mDDR_288	Cbx3	1352	848	22	673	877	320	487
mDDR_289	Cbx3	3011	750	37	1090	1895	646	703
mDDR_290	Cbx3	2127	354	20	642	696	397	461
mDDR_291	Cbx5	2732	1577	40	2339	2423	810	1647
mDDR_292	Cbx5	3200	2159	45	3027	3034	874	2072
mDDR_293	Cbx5	3454	1769	56	2682	2610	1085	1516
mDDR_294	Cbx5	2625	1418	60	2054	2093	1013	1506
mDDR_295	Cbx5	1623	718	26	1400	1078	476	991
mDDR_296	Cbx5	2396	964	36	1723	1938	512	1450
mDDR_297	Cbx5	2696	1547	38	2010	1666	631	1466
mDDR_298	Cbx5	1397	442	20	340	458	220	406
mDDR_299	Cbx5	2080	1199	21	1424	1329	402	1018
mDDR_300	Cbx5	1420	658	16	548	853	466	692
mDDR_301	Cbx8	736	152	20	800	691	308	712
mDDR_302	Cbx8	1488	480	28	1308	1085	324	691
mDDR_303	Cbx8	3583	1699	64	2284	2167	817	1913
mDDR_304	Cbx8	1583	334	12	358	548	117	417
mDDR_305	Cbx8	1122	423	5	1440	878	352	754
mDDR_306	Cbx8	507	309	7	579	513	234	446
mDDR_307	Cbx8	6	1	0	1	4	1	4
mDDR_308	Cbx8	2677	1299	44	2673	2425	812	1703
mDDR_309	Cbx8	1953	970	42	2456	1757	651	1143
mDDR_310	Cbx8	2353	911	42	2222	1740	552	1307
mDDR_311	Ccnh	3018	1008	48	816	1740	748	1035
mDDR_312	Ccnh	2758	813	24	1049	918	314	616
mDDR_313	Ccnh	1130	547	16	656	656	302	478
mDDR_314	Ccnh	1180	125	11	229	301	104	216
mDDR_315	Ccnh	3652	881	31	1073	2083	882	958
mDDR_316	Ccnh	927	578	14	822	541	344	679
mDDR_317	Ccnh	2239	161	18	902	836	305	309
mDDR_318	Ccnh	375	111	6	232	263	160	208
mDDR_319	Ccnh	3182	922	24	1383	1480	525	813
mDDR_320	Ccnh	2385	1013	25	972	1166	407	590
mDDR_321	Cdc16	2256	257	14	596	1056	310	387
mDDR_322	Cdc16	2861	237	8	771	773	195	435
mDDR_323	Cdc16	1777	113	7	424	449	129	218
mDDR_324	Cdc16	3465	664	31	1237	1894	582	1033
mDDR_325	Cdc16	4076	400	13	783	1180	273	680
mDDR_326	Cdc16	2605	1268	31	1579	2124	743	1332
mDDR_327	Cdc16	1887	43	0	208	112	101	96
mDDR_328	Cdc16	1878	302	9	291	518	127	200
mDDR_329	Cdc16	2676	1986	41	1589	1897	957	1121
mDDR_330	Cdc16	2735	985	41	2237	1226	711	1239
mDDR_331	Cdc25a	2271	1041	31	1394	954	460	848
mDDR_332	Cdc25a	2235	1033	47	1523	1733	739	1224
mDDR_333	Cdc25a	1388	1146	39	1581	905	617	979
mDDR_334	Cdc25a	1765	1058	39	1841	980	211	548
mDDR_335	Cdc25a	3230	794	20	933	1027	256	388
mDDR_336	Cdc25a	3366	1547	39	1650	1546	437	706
mDDR_337	Cdc25a	1251	537	10	416	967	363	300
mDDR_338	Cdc25a	1716	1113	44	2627	1429	925	1704
mDDR_339	Cdc25a	1476	814	23	912	699	332	443
mDDR_340	Cdc25a	3455	1388	49	2949	2543	878	2146
mDDR_341	Cdc25b	1533	1718	41	1346	1111	625	1237
mDDR_342	Cdc25b	4728	850	25	1777	1438	396	1269
mDDR_343	Cdc25b	1295	713	29	1461	665	265	580
mDDR_344	Cdc25b	2312	989	27	1010	1518	437	730
mDDR_345	Cdc25b	2351	1456	32	2103	2142	459	1102
mDDR_346	Cdc25b	2534	783	40	1967	1933	555	558
mDDR_347	Cdc25b	1931	512	12	689	562	192	330
mDDR_348	Cdc25b	2025	1745	58	3021	2367	722	1283
mDDR_349	Cdc25b	264	100	3	216	286	115	179
mDDR_350	Cdc25b	780	551	9	736	614	181	345
mDDR_351	Cdc45	1411	224	13	1121	482	323	418
mDDR_352	Cdc45	1490	46	16	56	410	20	188
mDDR_353	Cdc45	1619	359	7	395	130	148	272
mDDR_354	Cdc45	1362	35	8	113	650	55	267
mDDR_355	Cdc45	1254	0	3	54	314	113	174
mDDR_356	Cdc45	781	231	12	453	489	128	318
mDDR_357	Cdc45	955	128	6	576	635	140	387
mDDR_358	Cdc45	2534	207	11	362	596	87	315
mDDR_359	Cdc45	1223	118	4	411	613	187	92
mDDR_360	Cdc45	2475	170	8	427	539	129	332
mDDR_361	Cdc5l	1577	116	5	92	413	106	262
mDDR_362	Cdc5l	3312	442	17	636	954	239	675
mDDR_363	Cdc5l	2471	434	18	1101	1145	300	559
mDDR_364	Cdc5l	2256	190	18	566	829	301	485
mDDR_365	Cdc5l	941	277	6	414	442	181	420
mDDR_366	Cdc5l	1051	411	11	1133	759	321	766
mDDR_367	Cdc5l	2708	372	30	680	989	245	588
mDDR_368	Cdc5l	2075	1260	24	1965	1673	655	1324
mDDR_369	Cdc5l	1323	732	32	1474	1094	413	1139
mDDR_370	Cdc5l	3369	1560	41	2783	2703	966	1712
mDDR_371	Cdk2	1891	1171	37	2095	1154	406	960
mDDR_372	Cdk2	1859	1365	40	1225	1702	578	878
mDDR_373	Cdk2	692	447	10	547	737	242	261
mDDR_374	Cdk2	911	184	4	580	527	133	313
mDDR_375	Cdk2	2717	1229	31	1719	1755	660	1621
mDDR_376	Cdk2	1827	556	23	1220	1082	298	705
mDDR_377	Cdk2	610	233	19	321	359	117	152
mDDR_378	Cdk2	2110	928	49	2401	2114	649	1711
mDDR_379	Cdk2	1116	308	14	463	556	219	377
mDDR_380	Cdk2	2927	1005	69	2247	2285	710	1884
mDDR_381	Cdk7	904	8	1	20	167	45	73
mDDR_382	Cdk7	1291	460	12	439	943	230	485
mDDR_383	Cdk7	1948	660	17	1123	1339	586	995
mDDR_384	Cdk7	3513	1864	78	4014	2485	1059	2622
mDDR_385	Cdk7	1776	981	46	2203	1486	377	1302
mDDR_386	Cdk7	1102	303	9	275	591	296	478
mDDR_387	Cdk7	5000	2804	76	5805	4440	1286	3610
mDDR_388	Cdk7	1732	819	26	318	1077	334	1086
mDDR_389	Cdk7	593	192	24	549	571	212	493
mDDR_390	Cdk7	988	87	4	73	417	52	117
mDDR_391	Cdkn1a	2934	1243	30	1781	1227	569	778
mDDR_392	Cdkn1a	1133	574	15	1058	1025	337	482
mDDR_393	Cdkn1a	3131	1973	39	2802	2500	1010	1164
mDDR_394	Cdkn1a	1340	660	27	1263	756	229	323
mDDR_395	Cdkn1a	3682	2485	61	4247	2031	924	1171
mDDR_396	Cdkn1a	2410	1859	40	2678	1676	607	765
mDDR_397	Cdkn1a	4094	2599	81	4538	3094	1268	1660
mDDR_398	Cdkn1a	642	351	10	1259	477	269	462
mDDR_399	Cdkn1a	1677	1211	15	1585	1204	471	625
mDDR_400	Cdkn1a	2683	605	13	977	1016	217	426
mDDR_401	Cdkn2a	1713	1245	33	2051	1729	472	1140
mDDR_402	Cdkn2a	1440	1392	44	1201	1230	401	1254
mDDR_403	Cdkn2a	2025	2583	104	4261	2072	773	3858
mDDR_404	Cdkn2a	3965	3614	99	5383	4023	1557	4839
mDDR_405	Cdkn2a	2333	1721	53	3185	2296	908	2961
mDDR_406	Cdkn2a	1566	1531	31	3187	1966	616	2801
mDDR_407	Cdkn2a	2061	1038	20	1510	1647	616	1794
mDDR_408	Cdkn2a	1313	1760	25	1702	861	486	1314
mDDR_409	Cdkn2a	3484	5278	123	8243	4724	1634	5636
mDDR_410	Cdkn2a	3116	3000	120	6302	3350	1264	4153
mDDR_411	Chaf1a	1038	582	24	1992	1109	549	1242
mDDR_412	Chaf1a	1297	806	19	1048	948	364	583
mDDR_413	Chaf1a	4001	1091	33	1877	2336	617	2089
mDDR_414	Chaf1a	3500	1205	43	3064	2763	865	1920
mDDR_415	Chaf1a	1448	773	19	804	802	236	762
mDDR_416	Chaf1a	1708	443	22	1029	1462	315	683
mDDR_417	Chaf1a	2046	476	20	725	1276	374	687
mDDR_418	Chaf1a	1465	513	12	757	1366	361	1081
mDDR_419	Chaf1a	1910	1196	30	1348	1501	484	1023
mDDR_420	Chaf1a	1925	43	12	435	925	122	267
mDDR_421	Chek1	1877	304	22	1096	1281	406	883
mDDR_422	Chek1	1706	8	4	166	324	36	132
mDDR_423	Chek1	1104	334	4	561	478	191	372
mDDR_424	Chek1	1481	292	17	498	968	182	509
mDDR_425	Chek1	3270	1414	37	2666	2555	962	1793
mDDR_426	Chek1	1088	294	1	568	503	132	258
mDDR_427	Chek1	2826	1315	36	1624	2102	781	1377
mDDR_428	Chek1	1823	517	12	833	1082	506	605
mDDR_429	Chek1	2200	1623	32	4291	1922	648	1616
mDDR_430	Chek1	944	682	25	711	896	283	628
mDDR_431	Chek2	1063	750	16	1324	1009	484	795
mDDR_432	Chek2	1723	1335	23	1075	1138	463	938
mDDR_433	Chek2	1859	1221	27	2148	1629	773	1646
mDDR_434	Chek2	2186	908	32	1245	1167	457	714
mDDR_435	Chek2	1846	789	19	1779	856	434	612
mDDR_436	Chek2	1641	749	19	1311	729	398	570
mDDR_437	Chek2	2094	1209	18	1243	713	268	781
mDDR_438	Chek2	1732	536	20	728	1032	325	517
mDDR_439	Chek2	1182	660	10	553	1226	340	378
mDDR_440	Chek2	2121	1483	45	2078	2018	681	1476
mDDR_441	Clk2	2086	1174	35	3255	2253	647	1597
mDDR_442	Clk2	912	300	14	1174	589	355	285
mDDR_443	Clk2	2973	1731	38	2030	2691	1069	2084
mDDR_444	Clk2	2662	1838	47	2272	2531	757	964
mDDR_445	Clk2	2470	916	31	1676	1977	577	1367
mDDR_446	Clk2	1337	806	14	2120	1158	400	583
mDDR_447	Clk2	4015	1380	40	2554	2471	753	1608
mDDR_448	Clk2	2575	1198	45	2255	1838	849	1620
mDDR_449	Clk2	2294	1054	28	2257	1522	771	957
mDDR_450	Clk2	1693	1165	26	1359	1232	413	641
mDDR_451	Clp1	1583	28	4	625	252	115	177
mDDR_452	Clp1	2122	1316	45	2572	1779	786	1352
mDDR_453	Clp1	3176	2583	64	3878	2523	887	2478
mDDR_454	Clp1	1453	184	9	486	636	328	463
mDDR_455	Clp1	1697	151	7	205	363	94	236
mDDR_456	Clp1	2564	1211	29	1853	1621	518	1171
mDDR_457	Clp1	1691	1305	31	2641	1614	661	1743
mDDR_458	Clp1	795	116	1	242	152	42	90
mDDR_459	Clp1	810	491	13	502	467	219	571
mDDR_460	Clp1	2352	380	18	448	764	183	446
mDDR_461	Clspn	3784	2683	69	3984	3358	1109	2400
mDDR_462	Clspn	3552	599	13	980	1196	300	335
mDDR_463	Clspn	3295	906	29	1964	2020	579	958
mDDR_464	Clspn	2596	471	23	2143	905	481	1035
mDDR_465	Clspn	2253	1444	40	2410	1932	900	1728
mDDR_466	Clspn	2122	55	9	149	469	99	285
mDDR_467	Clspn	1558	284	17	504	585	246	263
mDDR_468	Clspn	2826	917	26	2147	1544	494	548
mDDR_469	Clspn	1772	1101	21	1473	1722	594	1176
mDDR_470	Clspn	3455	985	32	1337	1338	623	1269
