guide	gene	MCF10Awt	MCF10Ako	MCF10Awt_treated	MCF10Ako_treated	L1	L2
FBLN2_6107	FBLN2	2	126	514	0	669	619
FBN1_6108	FBN1	856	1085	0	83	651	480
FBN1_6109	FBN1	1	0	0	0	382	450
FBN1_6110	FBN1	1	220	0	1	962	731
FBN1_6111	FBN1	1	507	0	0	664	675
FBN2_6112	FBN2	0	0	0	0	4	4
FBN2_6113	FBN2	0	2	0	219	442	265
FBN2_6114	FBN2	795	585	0	0	708	393
FBN2_6115	FBN2	1	1	703	344	915	643
EFEMP1_6116	EFEMP1	0	0	0	0	292	205
EFEMP1_6117	EFEMP1	747	204	0	343	322	313
EFEMP1_6118	EFEMP1	1	366	0	1	614	540
EFEMP1_6119	EFEMP1	511	801	0	2	575	354
FBP1_6120	FBP1	880	232	0	3	734	542
FBP1_6121	FBP1	1	559	0	1	1000	624
FBP1_6122	FBP1	0	223	0	0	660	420
FBP1_6123	FBP1	655	539	0	367	837	664
FCAR_6124	FCAR	363	0	0	1	326	231
FCAR_6125	FCAR	268	584	2	1672	930	576
FCAR_6126	FCAR	449	597	0	2	884	580
FCAR_6127	FCAR	1	1157	672	668	810	530
FCER1A_6128	FCER1A	2	0	2	0	906	633
FCER1A_6129	FCER1A	512	420	0	1	1141	939
FCER1A_6130	FCER1A	653	515	0	2	1358	1039
FCER1A_6131	FCER1A	1299	209	0	1	1110	1021
MS4A2_6132	MS4A2	461	1281	1618	6	1125	1021
MS4A2_6133	MS4A2	884	243	363	2	1276	980
MS4A2_6134	MS4A2	729	1192	0	650	648	487
MS4A2_6135	MS4A2	577	2508	3	2	1651	1085
FCER1G_6136	FCER1G	0	605	0	317	444	480
FCER1G_6137	FCER1G	1022	596	0	2	621	710
FCER1G_6138	FCER1G	404	278	350	0	550	419
FCER1G_6139	FCER1G	800	457	0	2	597	471
FCER2_6140	FCER2	805	602	2	507	632	462
FCER2_6141	FCER2	0	0	0	0	276	229
FCER2_6142	FCER2	2	483	305	0	748	650
FCER2_6143	FCER2	893	1	1258	1	514	404
FCGR1A_6144	FCGR1A	597	360	552	1	576	282
FCGR1A_6145	FCGR1A	1	1073	0	2	408	308
FCGR1A_6146	FCGR1A	5	616	0	84	1525	1002
FCGR1A_6147	FCGR1A	354	1478	0	901	1967	1269
FCGR1B_6148	FCGR1B	1	2	0	0	485	402
FCGR1B_6149	FCGR1B	2	2	552	1	377	316
FCGR1B_6150	FCGR1B	1	994	0	1	441	532
FCGR1B_6151	FCGR1B	1	0	0	0	326	348
FCGR2A_6152	FCGR2A	524	563	0	261	1124	708
FCGR2A_6153	FCGR2A	436	603	628	348	1369	911
FCGR2A_6154	FCGR2A	510	1021	765	617	1427	1137
FCGR2A_6155	FCGR2A	967	2434	1216	3191	1779	1401
FCGR2B_6156	FCGR2B	143	621	0	215	931	606
FCGR2B_6157	FCGR2B	0	752	0	0	549	319
FCGR2B_6158	FCGR2B	1047	227	0	323	1026	1031
FCGR2B_6159	FCGR2B	1	1519	2	1105	791	599
FCGR3A_6160	FCGR3A	331	1316	0	3	690	487
FCGR3A_6161	FCGR3A	7	372	1310	1	622	416
FCGR3A_6162	FCGR3A	2	312	0	2	523	474
FCGR3A_6163	FCGR3A	1044	5	0	288	572	411
FCGR3B_6164	FCGR3B	4	1	1012	1	759	556
FCGR3B_6165	FCGR3B	535	1	0	0	429	316
FCGR3B_6166	FCGR3B	4	197	0	268	1185	1029
FCGR3B_6167	FCGR3B	2	226	0	0	825	705
FCGRT_6168	FCGRT	1	258	0	163	677	366
FCGRT_6169	FCGRT	0	355	0	0	503	393
FCGRT_6170	FCGRT	1	369	0	288	785	493
FCGRT_6171	FCGRT	0	0	0	1	390	380
FKTN_6172	FKTN	717	682	3	3507	1637	1094
FKTN_6173	FKTN	4	141	0	697	837	561
FKTN_6174	FKTN	6	1475	2	1906	1756	1276
FKTN_6175	FKTN	2	953	0	0	965	795
FCN1_6176	FCN1	400	2	0	0	434	318
FCN1_6177	FCN1	0	0	0	0	364	268
FCN1_6178	FCN1	0	4	594	0	367	293
FCN1_6179	FCN1	3249	421	4	965	994	776
FCN2_6180	FCN2	1	0	0	0	255	137
FCN2_6181	FCN2	1	389	0	1	828	523
FCN2_6182	FCN2	444	1	0	1	581	411
FCN2_6183	FCN2	2	1000	0	1124	845	551
FDFT1_6184	FDFT1	2	1228	337	1	967	629
FDFT1_6185	FDFT1	338	591	755	658	657	655
FDFT1_6186	FDFT1	2	1181	0	0	1306	906
FDFT1_6187	FDFT1	247	955	700	1376	1128	926
FDPS_6188	FDPS	125	738	0	0	360	309
FDPS_6189	FDPS	1	0	0	0	93	134
FDPS_6190	FDPS	0	673	736	0	431	333
FDPS_6191	FDPS	0	0	0	0	580	660
FDX1_6192	FDX1	1	2	0	610	555	472
FDX1_6193	FDX1	1	2	2	623	850	561
FDX1_6194	FDX1	640	260	1472	1305	375	305
FDX1_6195	FDX1	514	1	2	1	587	401
FDXR_6196	FDXR	261	166	0	0	367	319
FDXR_6197	FDXR	1776	806	2	383	1130	932
FDXR_6198	FDXR	449	118	0	317	857	605
FDXR_6199	FDXR	0	0	0	1	562	392
FECH_6200	FECH	383	335	0	3	771	510
FECH_6201	FECH	506	243	0	1	882	669
FECH_6202	FECH	313	203	0	2	607	527
FECH_6203	FECH	5	214	0	341	735	509
FEN1_6204	FEN1	1290	904	0	597	1243	986
FEN1_6205	FEN1	0	0	0	0	0	0
FEN1_6206	FEN1	1	721	0	0	337	342
FEN1_6207	FEN1	474	473	0	0	442	313
GPC4_6208	GPC4	533	468	0	306	1693	1256
GPC4_6209	GPC4	999	345	648	288	1365	991
GPC4_6210	GPC4	1673	372	0	0	1214	982
GPC4_6211	GPC4	838	269	0	660	743	564
FER_6212	FER	515	343	2	1057	1223	933
FER_6213	FER	403	0	0	0	542	520
FER_6214	FER	1	504	0	710	407	237
FER_6215	FER	558	257	0	2	421	435
FES_6216	FES	2	738	0	0	588	341
FES_6217	FES	0	588	0	1	392	337
FES_6218	FES	353	120	0	3	816	598
FES_6219	FES	2	0	0	0	358	255
FGA_6220	FGA	1073	1834	2	336	640	552
FGA_6221	FGA	0	400	0	0	876	722
FGA_6222	FGA	562	232	747	667	915	553
FGA_6223	FGA	2	1831	0	313	1334	1064
FGB_6224	FGB	849	309	0	554	782	888
FGB_6225	FGB	187	1	0	0	404	267
FGB_6226	FGB	709	328	0	0	416	401
FGB_6227	FGB	1	89	0	0	658	458
FGD1_6228	FGD1	2212	798	0	2214	1348	1105
FGD1_6229	FGD1	2	744	0	0	1076	1066
FGD1_6230	FGD1	868	0	0	1	1187	908
FGD1_6231	FGD1	382	573	0	1	481	313
FGF1_6232	FGF1	309	477	0	471	1420	1061
FGF1_6233	FGF1	0	1	0	0	664	472
FGF1_6234	FGF1	1694	1307	1284	331	1648	1266
FGF1_6235	FGF1	545	728	0	3	644	530
FGF2_6236	FGF2	1	286	0	0	568	310
FGF2_6237	FGF2	0	0	0	0	0	0
FGF2_6238	FGF2	228	0	0	1	424	336
FGF2_6239	FGF2	0	1	0	1	227	170
FGF3_6240	FGF3	1	628	285	232	1189	769
FGF3_6241	FGF3	487	124	0	1	170	144
FGF3_6242	FGF3	5	656	615	1341	1086	865
FGF3_6243	FGF3	900	323	0	1191	1141	1066
FGF4_6244	FGF4	507	2	1387	1	930	766
FGF4_6245	FGF4	184	183	2	313	797	595
FGF4_6246	FGF4	0	398	0	1	455	309
FGF4_6247	FGF4	5	1146	0	4	1324	914
FGF5_6248	FGF5	1058	1	506	2	1447	1285
FGF5_6249	FGF5	2	949	276	8	1259	819
FGF5_6250	FGF5	1135	813	0	1579	1108	832
FGF5_6251	FGF5	1249	1576	3	119	889	570
FGF6_6252	FGF6	102	389	0	1	441	327
FGF6_6253	FGF6	1	0	0	1	774	646
FGF6_6254	FGF6	2	14	0	2	1056	812
FGF6_6255	FGF6	130	1	0	1261	714	443
FGF7_6256	FGF7	489	128	0	0	874	824
FGF7_6257	FGF7	152	183	0	297	447	449
FGF7_6258	FGF7	1406	194	1495	701	722	547
FGF7_6259	FGF7	1144	1065	1149	328	1617	1278
FGF8_6260	FGF8	0	194	0	606	465	358
FGF8_6261	FGF8	687	689	1332	0	824	946
FGF8_6262	FGF8	581	1333	2	347	1254	1060
FGF8_6263	FGF8	0	288	0	1	545	374
FGF9_6264	FGF9	0	0	0	0	498	363
FGF9_6265	FGF9	1	1	0	349	279	148
FGF9_6266	FGF9	1	10	0	320	245	216
FGF9_6267	FGF9	1111	412	0	4	1054	673
FGF10_6268	FGF10	1084	345	0	329	647	472
FGF10_6269	FGF10	0	0	0	8	435	439
FGF10_6270	FGF10	1	420	1323	0	457	322
FGF10_6271	FGF10	1	748	0	0	544	399
FGF11_6272	FGF11	1394	768	0	340	1773	1301
FGF11_6273	FGF11	971	561	2	1	1350	969
FGF11_6274	FGF11	291	40	2	626	1327	712
FGF11_6275	FGF11	5	560	2	211	1560	1155
FGF12_6276	FGF12	2	686	713	1	610	493
FGF12_6277	FGF12	1460	46	0	284	335	196
FGF12_6278	FGF12	567	113	685	1	1104	792
FGF12_6279	FGF12	1	0	0	332	289	208
FGF13_6280	FGF13	1	1	0	0	756	652
FGF13_6281	FGF13	1	42	0	0	358	316
FGF13_6282	FGF13	0	0	0	0	30	13
FGF13_6283	FGF13	0	0	0	1	567	399
FGF14_6284	FGF14	1649	472	0	2	508	403
FGF14_6285	FGF14	508	1723	0	3	696	503
FGF14_6286	FGF14	448	1096	0	1202	1026	956
FGF14_6287	FGF14	701	803	3	0	1191	997
FGFR1_6288	FGFR1	1	238	0	575	429	346
FGFR1_6289	FGFR1	471	1	0	2	477	364
FGFR1_6290	FGFR1	368	312	0	726	709	720
FGFR1_6291	FGFR1	598	22	0	2	557	386
FGFR3_6292	FGFR3	1065	372	711	4	868	713
FGFR3_6293	FGFR3	1157	739	706	585	1151	826
FGFR3_6294	FGFR3	2	1	0	415	1015	944
FGFR3_6295	FGFR3	636	2	731	4	1695	1287
GPC5_6296	GPC5	326	0	0	0	354	192
GPC5_6297	GPC5	929	3	2	0	288	271
GPC5_6298	GPC5	750	266	0	2	447	295
GPC5_6299	GPC5	0	92	0	0	267	188
FGFR2_6300	FGFR2	388	1108	2	493	1361	1122
FGFR2_6301	FGFR2	4	2000	0	690	1240	863
FGFR2_6302	FGFR2	1324	1485	731	595	1295	1043
FGFR2_6303	FGFR2	894	363	1079	0	1366	964
FGFR4_6304	FGFR4	1164	1092	35	4	784	624
FGFR4_6305	FGFR4	1	0	0	340	66	45
FGFR4_6306	FGFR4	1	560	0	3	671	638
FGFR4_6307	FGFR4	1	929	0	308	992	697
FGG_6308	FGG	963	1	251	0	464	283
FGG_6309	FGG	1	1	429	2	400	363
FGG_6310	FGG	253	621	0	2	1104	953
FGG_6311	FGG	494	0	0	0	507	429
FGL1_6312	FGL1	549	0	498	2	651	611
FGL1_6313	FGL1	1214	564	0	3	669	519
FGL1_6314	FGL1	0	0	0	0	588	420
FGL1_6315	FGL1	1519	910	2	3	870	783
FGR_6316	FGR	1	263	0	2	1131	638
FGR_6317	FGR	443	0	0	303	683	511
FGR_6318	FGR	715	341	2	1600	1032	698
FGR_6319	FGR	51	2	703	745	872	655
FH_6320	FH	1	2	0	713	339	235
FH_6321	FH	1	0	0	0	361	444
FH_6322	FH	0	217	675	0	477	345
FH_6323	FH	346	2	709	270	1047	562
FHIT_6324	FHIT	0	0	0	0	105	85
FHIT_6325	FHIT	1104	337	623	830	833	756
FHIT_6326	FHIT	484	5	605	272	763	674
FHIT_6327	FHIT	1304	761	638	2	2676	1982
FHL1_6328	FHL1	126	3	2	1353	1301	928
FHL1_6329	FHL1	452	1796	0	1	1478	1228
FHL1_6330	FHL1	4	3	1130	581	1397	910
FHL1_6331	FHL1	788	864	2	329	999	862
FHL2_6332	FHL2	396	949	0	317	1052	740
FHL2_6333	FHL2	336	351	2	0	1061	854
FHL2_6334	FHL2	148	123	631	1889	1081	750
FHL2_6335	FHL2	1430	1540	0	0	1555	1178
FHL3_6336	FHL3	2700	4	643	4	953	668
FHL3_6337	FHL3	1	473	0	136	862	574
FHL3_6338	FHL3	348	154	0	0	730	507
FHL3_6339	FHL3	8	408	604	557	919	647
FIGF_6340	FIGF	0	0	0	0	370	283
FIGF_6341	FIGF	1	769	0	0	635	424
FIGF_6342	FIGF	0	0	0	0	437	288
FIGF_6343	FIGF	1023	686	0	345	340	242
FKBP1A_6344	FKBP1A	0	5	0	0	541	382
FKBP1A_6345	FKBP1A	0	121	258	2	305	210
FKBP1A_6346	FKBP1A	174	363	0	1	468	432
FKBP1A_6347	FKBP1A	1	400	0	0	970	907
FKBP1B_6348	FKBP1B	549	98	641	327	845	553
FKBP1B_6349	FKBP1B	1764	246	2	1769	1223	687
FKBP1B_6350	FKBP1B	483	606	0	312	898	785
FKBP1B_6351	FKBP1B	806	1074	1383	646	1837	1728
FKBP2_6352	FKBP2	2	0	0	0	640	344
FKBP2_6353	FKBP2	0	532	0	0	309	186
FKBP2_6354	FKBP2	363	1	0	1	489	432
FKBP2_6355	FKBP2	663	443	0	159	820	520
FKBP3_6356	FKBP3	1	408	0	2	564	734
FKBP3_6357	FKBP3	355	2	0	957	268	288
FKBP3_6358	FKBP3	1	2215	3	1	486	580
FKBP3_6359	FKBP3	712	435	0	293	611	569
FKBP4_6360	FKBP4	314	568	0	2	470	339
FKBP4_6361	FKBP4	0	0	0	0	527	406
FKBP4_6362	FKBP4	1858	1481	2	2	866	689
FKBP4_6363	FKBP4	288	1	0	652	414	351
FKBP5_6364	FKBP5	1104	517	0	0	1063	887
FKBP5_6365	FKBP5	1100	594	0	256	1379	1263
FKBP5_6366	FKBP5	381	1	1336	0	332	192
FKBP5_6367	FKBP5	7	0	0	615	507	416
FOXG1_6368	FOXG1	861	1013	2	5	1632	1193
FOXG1_6369	FOXG1	1	126	2	2	669	530
FOXG1_6370	FOXG1	1380	298	0	1	902	630
FOXG1_6371	FOXG1	569	2	0	8	707	530
FOXF1_6372	FOXF1	1	0	0	1	262	253
FOXF1_6373	FOXF1	235	100	0	1	332	324
FOXF1_6374	FOXF1	1	464	0	3	1163	764
FOXF1_6375	FOXF1	1	0	0	0	551	471
FOXF2_6376	FOXF2	6	1247	0	678	1297	1134
FOXF2_6377	FOXF2	0	308	643	1531	1033	777
FOXF2_6378	FOXF2	1551	66	0	311	1353	1098
FOXF2_6379	FOXF2	682	1634	633	1320	1952	1567
FOXC1_6380	FOXC1	346	406	0	1	1803	1396
FOXC1_6381	FOXC1	541	856	1457	643	1293	926
FOXC1_6382	FOXC1	704	599	3	520	1382	943
FOXC1_6383	FOXC1	1355	1226	2290	303	2041	1558
FOXD1_6384	FOXD1	0	1	0	0	366	207
FOXD1_6385	FOXD1	0	0	0	0	139	79
FOXD1_6386	FOXD1	768	349	696	323	451	314
FOXD1_6387	FOXD1	0	111	0	1	448	351
FOXD4_6388	FOXD4	0	0	0	1	268	314
FOXD4_6389	FOXD4	0	551	0	0	306	179
FOXD4_6390	FOXD4	1	832	644	280	755	607
FOXD4_6391	FOXD4	230	0	0	2	457	282
FOXI1_6392	FOXI1	489	610	0	11	984	590
FOXI1_6393	FOXI1	663	243	2522	345	628	475
FOXI1_6394	FOXI1	1	0	0	1160	375	347
FOXI1_6395	FOXI1	2	461	0	1190	722	574
FOXL1_6396	FOXL1	585	0	0	1	555	371
FOXL1_6397	FOXL1	1	0	0	0	410	308
FOXL1_6398	FOXL1	709	189	2	394	405	280
FOXL1_6399	FOXL1	0	103	0	0	250	197
FOXE3_6400	FOXE3	1082	850	2	897	1601	1333
FOXE3_6401	FOXE3	651	829	654	3	2127	1494
FOXE3_6402	FOXE3	431	987	0	5	1467	985
FOXE3_6403	FOXE3	1754	1149	2	307	1596	1051
FOXJ1_6404	FOXJ1	1	130	0	0	263	211
FOXJ1_6405	FOXJ1	0	2	0	0	362	228
FOXJ1_6406	FOXJ1	1	842	0	1	758	397
FOXJ1_6407	FOXJ1	1	1	664	3	367	465
FOXC2_6408	FOXC2	0	0	0	0	300	284
FOXC2_6409	FOXC2	450	137	0	2	319	308
FOXC2_6410	FOXC2	1	1	0	0	382	153
FOXC2_6411	FOXC2	1	538	0	2	712	679
FOXE1_6412	FOXE1	0	0	0	0	313	193
FOXE1_6413	FOXE1	1	0	0	0	454	444
FOXE1_6414	FOXE1	328	1598	706	734	669	582
FOXE1_6415	FOXE1	1	689	0	0	447	342
FOXM1_6416	FOXM1	631	1333	0	0	952	717
FOXM1_6417	FOXM1	1306	300	659	315	613	420
FOXM1_6418	FOXM1	568	56	729	335	1723	1264
FOXM1_6419	FOXM1	1022	120	3	2156	1125	839
FOXD2_6420	FOXD2	1	331	0	370	1399	1123
FOXD2_6421	FOXD2	487	0	0	344	284	144
FOXD2_6422	FOXD2	0	40	0	0	234	264
FOXD2_6423	FOXD2	694	1224	0	771	592	474
FOXS1_6424	FOXS1	5107	632	0	330	1258	1150
FOXS1_6425	FOXS1	229	523	2	872	1044	774
FOXS1_6426	FOXS1	490	375	657	2	789	550
FOXS1_6427	FOXS1	261	1494	2	306	970	689
FOXO1_6428	FOXO1	274	1	734	649	1444	1271
FOXO1_6429	FOXO1	637	382	9	2	1316	995
FOXO1_6430	FOXO1	1580	613	2	2	923	677
FOXO1_6431	FOXO1	491	1052	2	973	2563	1988
FOXO3_6432	FOXO3	1	106	0	0	249	189
FOXO3_6433	FOXO3	328	24	0	323	653	502
FOXO3_6434	FOXO3	1217	1221	599	1	771	827
FOXO3_6435	FOXO3	1	0	0	1	827	674
FLG_6436	FLG	639	509	0	0	692	412
FLG_6437	FLG	1554	374	0	346	820	561
FLG_6438	FLG	600	1	0	0	1032	724
FLG_6439	FLG	63	1865	2	994	1201	837
FLI1_6440	FLI1	491	260	0	1	717	698
FLI1_6441	FLI1	257	638	2	0	528	372
FLI1_6442	FLI1	1	315	0	1272	521	538
FLI1_6443	FLI1	2	0	0	3	617	435
FLII_6444	FLII	1	551	2	1	511	421
FLII_6445	FLII	2203	260	0	356	999	701
FLII_6446	FLII	342	625	0	0	553	404
FLII_6447	FLII	0	0	0	1	473	282
MLANA_6448	MLANA	1	1	0	1	626	518
MLANA_6449	MLANA	414	767	0	505	695	479
MLANA_6450	MLANA	495	1	2	0	774	547
MLANA_6451	MLANA	413	144	0	0	407	292
FLNA_6452	FLNA	310	405	0	1	1018	681
FLNA_6453	FLNA	852	776	0	3	788	736
FLNA_6454	FLNA	450	926	0	1	931	652
FLNA_6455	FLNA	1415	693	2	4	1174	1102
FLNB_6456	FLNB	1	684	0	0	601	393
FLNB_6457	FLNB	0	275	0	0	460	348
FLNB_6458	FLNB	427	1452	0	1246	1562	1081
FLNB_6459	FLNB	1354	4	0	0	653	650
FLNC_6460	FLNC	916	1	293	317	1548	1415
FLNC_6461	FLNC	0	0	0	0	430	263
FLNC_6462	FLNC	2180	605	615	393	1247	1047
FLNC_6463	FLNC	1	220	3	0	704	446
FLOT2_6464	FLOT2	482	0	0	1	776	481
FLOT2_6465	FLOT2	1	308	0	0	253	187
FLOT2_6466	FLOT2	2	1082	674	2	829	560
FLOT2_6467	FLOT2	353	1	0	724	1539	942
FLT1_6468	FLT1	370	123	0	327	721	449
FLT1_6469	FLT1	4	1	0	2	641	423
FLT1_6470	FLT1	1	220	796	200	700	618
FLT1_6471	FLT1	421	0	2	1	469	462
FLT3_6472	FLT3	1187	791	2	898	1672	1296
FLT3_6473	FLT3	958	1312	0	4	1255	1024
FLT3_6474	FLT3	447	564	0	0	1078	771
FLT3_6475	FLT3	1445	1176	745	112	1896	1501
FLT3LG_6476	FLT3LG	549	338	716	346	562	346
FLT3LG_6477	FLT3LG	1444	2	0	650	654	603
FLT3LG_6478	FLT3LG	1	422	0	0	667	670
FLT3LG_6479	FLT3LG	2908	326	617	1730	2012	1774
FLT4_6480	FLT4	3109	234	0	645	881	634
FLT4_6481	FLT4	2	706	752	1	730	620
FLT4_6482	FLT4	1	457	0	1	554	412
FLT4_6483	FLT4	0	539	2	524	842	707
FMO1_6484	FMO1	2705	5	0	401	574	481
FMO1_6485	FMO1	258	0	0	0	353	318
FMO1_6486	FMO1	491	868	0	1	335	235
FMO1_6487	FMO1	289	486	0	2	795	746
FMO2_6488	FMO2	918	1481	765	145	1034	761
FMO2_6489	FMO2	1	249	0	620	631	436
FMO2_6490	FMO2	455	0	0	2	614	438
FMO2_6491	FMO2	1056	2402	2	928	1971	1477
FMO3_6492	FMO3	602	5	0	0	456	422
FMO3_6493	FMO3	937	552	0	912	1651	1261
FMO3_6494	FMO3	570	2456	1046	373	1490	1316
FMO3_6495	FMO3	1491	1500	937	901	2103	1748
FMO4_6496	FMO4	553	1371	3	2	909	577
FMO4_6497	FMO4	1	1	0	1	752	624
FMO4_6498	FMO4	2	524	0	0	441	384
FMO4_6499	FMO4	837	414	0	250	984	614
FMO5_6500	FMO5	623	212	0	282	579	371
FMO5_6501	FMO5	1	497	0	0	253	297
FMO5_6502	FMO5	705	442	2	1298	638	376
FMO5_6503	FMO5	584	1	776	317	352	271
FMOD_6504	FMOD	353	548	0	1	547	416
FMOD_6505	FMOD	216	913	0	589	812	631
FMOD_6506	FMOD	0	0	0	0	309	266
FMOD_6507	FMOD	503	1447	1289	102	1238	874
FMR1_6508	FMR1	422	0	0	0	532	404
FMR1_6509	FMR1	981	332	0	712	751	617
FMR1_6510	FMR1	728	735	0	1	807	762
FMR1_6511	FMR1	1224	4	648	0	654	520
AFF2_6512	AFF2	336	278	0	1	717	590
AFF2_6513	AFF2	490	46	358	354	747	294
AFF2_6514	AFF2	1411	859	2	652	879	754
AFF2_6515	AFF2	1034	149	1245	554	889	820
FN1_6516	FN1	1	485	672	336	717	660
FN1_6517	FN1	5	2	0	0	807	627
FN1_6518	FN1	4	1015	1349	2	1282	981
FN1_6519	FN1	1464	365	0	1073	1409	1048
FNTA_6520	FNTA	302	1	0	1	441	294
FNTA_6521	FNTA	0	2	0	0	664	512
FNTA_6522	FNTA	4	364	0	652	1251	1010
FNTA_6523	FNTA	0	1	0	293	1063	1040
FNTB_6524	FNTB	1	494	0	1	326	224
FNTB_6525	FNTB	0	449	0	1	456	274
FNTB_6526	FNTB	0	0	0	0	283	224
FNTB_6527	FNTB	294	0	0	3	374	440
FOLH1_6528	FOLH1	2	0	0	0	760	582
FOLH1_6529	FOLH1	54	1	0	0	223	119
FOLH1_6530	FOLH1	0	163	0	0	206	151
FOLH1_6531	FOLH1	242	147	0	0	490	405
FOLR1_6532	FOLR1	717	3	0	2	365	318
FOLR1_6533	FOLR1	1536	2	2	1	438	292
FOLR1_6534	FOLR1	0	198	0	0	537	343
FOLR1_6535	FOLR1	1	2	0	305	424	358
FOLR2_6536	FOLR2	2	942	709	250	1600	1435
FOLR2_6537	FOLR2	1898	1252	0	608	807	566
FOLR2_6538	FOLR2	1350	332	0	2	866	756
FOLR2_6539	FOLR2	560	2	2	1	1078	973
FOLR3_6540	FOLR3	967	295	3	351	751	491
FOLR3_6541	FOLR3	648	126	254	279	627	521
FOLR3_6542	FOLR3	322	604	0	619	1412	760
FOLR3_6543	FOLR3	2367	1392	0	5	1716	1142
FOS_6544	FOS	2	341	0	1	391	401
FOS_6545	FOS	1	586	0	0	305	377
FOS_6546	FOS	0	150	0	1	439	472
FOS_6547	FOS	629	1	0	319	340	213
FOSB_6548	FOSB	5	118	0	1808	1141	937
FOSB_6549	FOSB	0	0	0	0	305	246
FOSB_6550	FOSB	1242	10	0	3	1067	877
FOSB_6551	FOSB	572	0	0	0	468	365
FOSL2_6552	FOSL2	830	579	0	1	370	333
FOSL2_6553	FOSL2	395	432	0	1	399	309
FOSL2_6554	FOSL2	1	535	0	0	910	693
FOSL2_6555	FOSL2	656	0	0	1	606	403
FPGS_6556	FPGS	1	382	402	240	499	372
FPGS_6557	FPGS	549	181	0	1	527	442
FPGS_6558	FPGS	319	0	0	0	420	360
FPGS_6559	FPGS	584	3	0	1	511	329
FPR1_6560	FPR1	1	502	0	1	388	295
FPR1_6561	FPR1	1	830	0	279	728	487
FPR1_6562	FPR1	470	366	0	5	421	287
FPR1_6563	FPR1	2	1251	3	3	772	487
FPR2_6564	FPR2	426	877	0	0	571	457
FPR2_6565	FPR2	538	429	0	0	765	628
FPR2_6566	FPR2	1	320	0	856	788	545
FPR2_6567	FPR2	474	583	0	1858	735	656
FPR3_6568	FPR3	1	2	2	0	534	473
FPR3_6569	FPR3	938	1547	366	1	1528	978
FPR3_6570	FPR3	534	1142	2	564	653	520
FPR3_6571	FPR3	1284	97	0	1354	1292	942
FXN_6572	FXN	1560	297	0	3	684	433
FXN_6573	FXN	203	372	2	323	514	426
FXN_6574	FXN	688	441	0	1201	675	608
FXN_6575	FXN	568	277	0	0	882	760
FRK_6576	FRK	513	1	0	3	730	743
FRK_6577	FRK	7	3418	0	325	1225	848
FRK_6578	FRK	9	759	0	691	1512	1195
FRK_6579	FRK	843	1515	1344	617	1708	1123
MTOR_6580	MTOR	0	183	0	0	477	368
MTOR_6581	MTOR	403	189	0	1	300	289
MTOR_6582	MTOR	0	0	0	0	421	195
MTOR_6583	MTOR	695	12	0	448	1022	706
FRG1_6584	FRG1	1404	432	2	1268	1203	728
FRG1_6585	FRG1	1	5	659	206	849	672
FRG1_6586	FRG1	1	405	0	878	850	833
FRG1_6587	FRG1	0	1022	0	0	502	322
FRZB_6588	FRZB	723	368	692	678	1613	1091
FRZB_6589	FRZB	0	0	0	660	394	520
FRZB_6590	FRZB	0	0	0	0	300	237
FRZB_6591	FRZB	3987	470	3	344	1625	1334
FSHB_6592	FSHB	5	255	355	237	1266	1000
FSHB_6593	FSHB	2199	571	690	801	1765	1565
FSHB_6594	FSHB	1436	3271	0	275	1388	1220
FSHB_6595	FSHB	503	527	0	0	414	420
CENPI_6596	CENPI	6	428	724	2	737	662
CENPI_6597	CENPI	1	38	0	2	718	530
CENPI_6598	CENPI	1	455	724	1	297	312
CENPI_6599	CENPI	572	130	347	2	386	303
FSHR_6600	FSHR	628	292	0	2324	626	397
FSHR_6601	FSHR	508	2	0	2	327	510
FSHR_6602	FSHR	603	100	0	0	493	514
FSHR_6603	FSHR	493	521	0	1	611	409
NR5A2_6604	NR5A2	1974	345	0	2	644	479
NR5A2_6605	NR5A2	2	180	656	581	699	503
NR5A2_6606	NR5A2	1	1	0	337	618	423
NR5A2_6607	NR5A2	4	591	0	285	988	675
FTH1_6608	FTH1	616	203	0	626	971	773
FTH1_6609	FTH1	600	2	0	1	910	712
FTH1_6610	FTH1	1	0	0	1	339	230
FTH1_6611	FTH1	1	587	0	1	384	175
FTL_6612	FTL	519	657	0	1	550	270
FTL_6613	FTL	0	429	2	0	949	717
FTL_6614	FTL	323	366	0	1	820	586
FTL_6615	FTL	0	292	0	0	121	66
ADAM2_6616	ADAM2	1167	4	0	2	675	452
ADAM2_6617	ADAM2	1245	106	0	0	1048	831
ADAM2_6618	ADAM2	2	318	0	0	464	393
ADAM2_6619	ADAM2	4	140	0	344	1041	747
NR5A1_6620	NR5A1	681	1481	672	521	1949	1465
NR5A1_6621	NR5A1	295	578	0	817	1337	959
NR5A1_6622	NR5A1	428	111	0	0	644	449
NR5A1_6623	NR5A1	2030	1570	0	2065	2289	1561
FUCA1_6624	FUCA1	1139	320	0	250	1697	1221
FUCA1_6625	FUCA1	1004	64	0	4	954	769
FUCA1_6626	FUCA1	1	363	0	1	880	638
FUCA1_6627	FUCA1	848	1187	342	271	1340	1134
FUCA2_6628	FUCA2	6	7	654	1513	1525	1230
FUCA2_6629	FUCA2	1444	120	716	4	1233	960
FUCA2_6630	FUCA2	1	132	0	0	634	423
FUCA2_6631	FUCA2	1931	4	0	1	1655	1323
GAST_6632	GAST	800	200	0	594	497	374
