guide	gene	SUM149PT_T0	SUM149PT_T7_UT	SUM149PT_T7_OLA	CAPAN1_T0	CAPAN1_T7_UT	CAPAN1_T7_OLA
PBRM1_BD2_e6_117.2	PBRM1	510	176	534	362	376	784
PBRM1_BD2_e6_117.5	PBRM1	292	332	586	404	286	441
PBRM1_BD2_e7_69.1	PBRM1	696	434	1272	1076	520	1001
PBRM1_BD2_e7_69.2	PBRM1	520	326	331	527	333	326
PBRM1_BD2_e8_99.1	PBRM1	282	199	427	474	264	724
PBRM1_BD2_e8_99.2	PBRM1	341	366	768	422	287	453
PBRM1_BD2_e8_99.4	PBRM1	551	353	616	738	544	1073
PBRM1_BD3_e12_158.2	PBRM1	494	310	348	458	345	746
PBRM1_BD3_e12_158.3	PBRM1	475	233	673	609	262	685
PBRM1_BD3_e13_140.1	PBRM1	81	27	23	102	138	165
PBRM1_BD3_e13_140.2	PBRM1	348	179	156	352	279	632
PBRM1_BD3_e13_140.4	PBRM1	58	120	48	98	164	116
PBRM1_BD4_e15_277.0	PBRM1	164	127	320	154	199	140
PBRM1_BD4_e15_277.10	PBRM1	221	64	76	291	101	259
PBRM1_BD4_e15_277.14	PBRM1	248	179	224	249	165	612
PBRM1_BD5_e17_310.11	PBRM1	289	179	277	471	403	1025
PBRM1_BD5_e17_310.16	PBRM1	423	301	455	518	480	648
PBRM1_BD5_e17_310.9	PBRM1	327	384	494	522	635	913
PBRM1_BD6_e17_246.5	PBRM1	464	181	397	419	301	691
PBRM1_BD6_e17_246.7	PBRM1	289	326	386	339	352	686
PBRM1_BD6_e17_246.8	PBRM1	63	363	77	66	67	121
PCAF_e11_118.0	PCAF	265	435	410	519	407	765
PCAF_e11_118.1	PCAF	313	887	322	667	565	859
PCAF_e11_118.7	PCAF	656	504	971	704	537	550
PCAF_e11_118.9	PCAF	452	769	495	659	874	1340
PCAF_e12_59.0	PCAF	311	522	418	421	318	807
PCNA_e2.1	PCNA	311	0	58	276	28	86
PCNA_e2.2	PCNA	161	0	0	153	19	29
PCNA_e3.1	PCNA	587	310	411	471	597	1717
PCNA_e3.2	PCNA	234	64	0	197	15	19
PHF2_e6_79.6	PHF2	183	94	400	382	259	735
PHF2_e7_163.12	PHF2	194	277	177	272	158	320
PHF2_e7_163.13	PHF2	214	358	436	360	156	653
PHF2_e7_163.9	PHF2	258	87	202	394	202	477
PHF2_e8_50.1	PHF2	260	425	722	500	314	699
PHF2_e8_50.3	PHF2	570	737	471	805	706	1059
PHF8_e7_187.10	PHF8	569	288	168	687	220	694
PHF8_e7_187.12	PHF8	453	450	251	523	300	323
PHF8_e7_187.13	PHF8	144	113	59	164	94	13
PHF8_e7_187.2	PHF8	203	315	122	153	102	234
PHF8_e7_187.8	PHF8	412	374	341	711	227	463
PhIP_BD1_e30_86.1	PhIP	200	372	249	270	150	278
PhIP_BD1_e30_86.7	PhIP	808	619	433	839	542	1355
PhIP_BD1_e31_121.0	PhIP	467	149	281	540	620	887
PhIP_BD1_e31_121.12	PhIP	295	456	55	548	316	525
PhIP_BD1_e31_121.5	PhIP	573	419	381	498	770	609
PhIP_BD1_e32_126.0	PhIP	41	104	77	83	52	3
PhIP_BD1_e32_126.4	PhIP	249	162	119	293	189	629
PhIP_BD1_e32_126.5	PhIP	714	626	393	863	884	698
PhIP_BD2_e35_80.0	PhIP	271	347	183	352	360	374
PhIP_BD2_e35_80.2	PhIP	505	296	197	488	467	1084
PhIP_BD2_e35_80.3	PhIP	420	357	59	395	173	557
PhIP_BD2_e36_153.0	PhIP	728	693	603	996	563	1126
PhIP_BD2_e36_153.1	PhIP	427	290	145	410	296	316
PhIP_BD2_e36_153.9	PhIP	637	471	430	683	544	811
PhIP_BD2_e37_80.0	PhIP	452	202	132	430	345	504
POLR2A_e10.1	POLR2A	189	0	0	298	77	26
POLR2A_e10.2	POLR2A	253	23	13	254	123	233
POLR2A_e2.1	POLR2A	92	0	0	141	6	29
POLR2A_e2.2	POLR2A	190	0	250	206	48	52
POLR2A_e27.1	POLR2A	542	73	45	824	298	526
POLR2A_e27.2	POLR2A	482	116	149	567	614	947
POLR2A_e28.1	POLR2A	202	11	43	241	98	343
POLR2A_e28.2	POLR2A	423	127	129	551	417	870
POLR2D_e2.1	POLR2D	598	0	59	693	229	471
POLR2D_e3.1	POLR2D	186	0	0	201	18	126
PRDM2_e3_47.0	PRDM2	158	193	362	275	541	426
PRDM2_e3_47.1	PRDM2	256	239	704	175	246	150
PRDM2_e4_104.3	PRDM2	261	620	275	536	492	887
PRDM2_e5_153.4	PRDM2	203	332	287	494	384	788
PRDM2_e5_153.5	PRDM2	323	199	153	403	317	575
PRDM2_e6_63.3	PRDM2	367	654	568	612	565	752
PRDM2_e6_63.7	PRDM2	157	139	242	219	279	206
PRDM8_e8_135.1	PRDM8	464	548	387	640	579	1146
PRDM8_e8_135.11	PRDM8	109	484	521	290	208	434
PRDM8_e8_135.12	PRDM8	378	285	487	555	377	1041
PRDM8_e9_190.13	PRDM8	469	637	665	943	542	1202
PRDM8_e9_190.8	PRDM8	610	556	278	696	652	1275
PRDM8_e9_190.9	PRDM8	179	298	900	174	270	371
PRDM9_e10_135.11	PRDM9	251	416	113	284	378	268
PRDM9_e8_158.10	PRDM9	488	497	295	642	730	739
PRDM9_e8_158.18	PRDM9	514	569	714	579	517	1077
PRDM9_e8_158.7	PRDM9	767	973	689	984	1048	1571
PRDM9_e9_68.4	PRDM9	427	763	386	606	278	866
PRL9_e3.1	PRL9	317	36	0	303	114	74
PRL9_e3.2	PRL9	288	25	22	303	92	565
PRL9_e4.1	PRL9	490	16	0	579	87	47
PRL9_e4.2	PRL9	243	0	0	230	12	43
PRMT1_e4_73.0	PRMT1	329	1	34	345	23	88
PRMT1_e4_73.6	PRMT1	311	0	0	311	27	121
PRMT1_e4_73.7	PRMT1	154	187	46	125	254	176
PRMT1_e6_143.13	PRMT1	146	0	0	207	21	107
PRMT1_e6_143.14	PRMT1	158	0	0	107	5	0
PRMT2_e6_162.10	PRMT2	371	485	160	445	261	569
PRMT2_e6_162.11	PRMT2	415	567	257	530	444	727
PRMT2_e6_162.8	PRMT2	255	201	366	271	220	326
PRMT2_e7_165.10	PRMT2	308	212	144	331	234	504
PRMT2_e7_165.12	PRMT2	424	292	346	383	331	961
PRMT2_e7_165.21	PRMT2	194	48	187	227	142	381
PRMT3_e10_100.0	PRMT3	238	83	169	126	621	456
PRMT3_e10_100.1	PRMT3	317	298	467	549	951	976
PRMT3_e10_100.2	PRMT3	514	1298	555	607	670	1280
PRMT3_e9_122.3	PRMT3	135	125	124	102	228	132
PRMT3_e9_122.5	PRMT3	297	151	214	273	191	230
PRMT3_e9_122.6	PRMT3	191	409	268	265	671	661
PRMT5_e11_123.12	PRMT5	162	0	0	156	28	0
PRMT5_e11_123.13	PRMT5	120	10	0	184	8	114
PRMT5_e11_123.14	PRMT5	233	0	0	249	25	226
PRMT5_e12_106.10	PRMT5	469	0	0	381	44	144
PRMT5_e12_106.3	PRMT5	583	0	0	482	170	119
PRMT5_e12_106.4	PRMT5	339	36	24	493	170	124
PRMT6_e1_281.34	PRMT6	335	264	326	496	403	1183
PRMT6_e1_281.50	PRMT6	102	59	222	156	142	124
PRMT6_e1_281.6	PRMT6	183	202	110	224	92	317
PRMT7_e5_73.0	PRMT7	197	266	16	173	177	374
PRMT7_e5_73.1	PRMT7	439	242	116	432	266	594
PRMT7_e5_73.2	PRMT7	343	143	83	406	364	246
PRMT7_e6_79.2	PRMT7	588	311	242	443	410	1216
PRMT7_e6_79.3	PRMT7	80	24	131	145	50	91
PRMT8_e3_68.3	PRMT8	235	100	81	170	54	117
PRMT8_e3_68.8	PRMT8	257	389	461	311	272	580
PRMT8_e4_64.0	PRMT8	613	495	498	628	708	1179
PRMT8_e4_64.1	PRMT8	567	829	1541	693	699	2619
PRMT8_e4_64.2	PRMT8	214	730	690	362	392	740
PRMT8_e5_143.10	PRMT8	118	20	56	88	220	57
PRMT8_e5_143.11	PRMT8	183	57	549	180	402	370
PRMT8_e5_143.13	PRMT8	497	694	643	578	449	981
PRMT9_e4_168.0	PRMT9	415	306	987	503	462	950
PRMT9_e4_168.4	PRMT9	874	828	1357	958	721	2231
PRMT9_e4_168.5	PRMT9	554	1098	1298	777	624	1304
PRMT9_e4_168.6	PRMT9	221	121	233	250	111	277
PRMT9_e4_168.7	PRMT9	306	185	239	301	234	534
RAD54L_D_e7_237.21	RAD54L	467	576	305	639	356	801
RAD54L_D_e8_125.10	RAD54L	144	103	64	113	99	156
RAD54L_D_e9_95.6	RAD54L	197	206	37	163	147	184
RAD54L_H_e14_124.7	RAD54L	347	301	63	351	297	446
RAD54L_H_e15_79.0	RAD54L	520	241	141	556	491	360
RAD54L_H_e16_180.9	RAD54L	265	513	61	339	345	71
RAD54L2_D_e10_135.5	RAD54L2	273	371	156	501	189	560
RAD54L2_D_e7_118.9	RAD54L2	328	102	223	263	134	342
RAD54L2_D_e8_134.9	RAD54L2	106	182	102	248	162	425
RAD54L2_D_e9_197.16	RAD54L2	420	385	605	538	375	605
RAD54L2_H_e13_119.0	RAD54L2	402	299	436	650	404	431
RAD54L2_H_e14_119.4	RAD54L2	304	344	298	219	245	335
RAD54L2_H_e15_100.9	RAD54L2	580	306	733	722	355	814
RAD54L2_H_e16_135.7	RAD54L2	143	189	108	185	166	145
Rosa26	Rosa26	1237	236	505	395	388	520
RPA3_e1.1	RPA3	175	6	0	178	83	0
RPA3_e1.2	RPA3	294	6	0	308	83	16
RPA3_e1.3	RPA3	108	0	0	63	0	0
RPA3_e2.1	RPA3	289	63	0	324	195	558
RPL23A_e2.1	RPL23A	824	1256	884	929	1236	1835
RPL23A_e2.2	RPL23A	324	0	0	527	120	256
RPL23A_e3.1	RPL23A	320	0	17	447	127	207
SCRAP_D_e14_137.13	SCRAP	671	283	0	601	181	133
SCRAP_D_e14_137.15	SCRAP	164	0	0	127	99	316
SCRAP_D_e15_170.7	SCRAP	148	0	0	168	0	120
SCRAP_D_e15_170.8	SCRAP	42	0	0	54	59	93
SCRAP_H_e28_170.10	SCRAP	154	17	0	226	16	18
SCRAP_H_e29_197.18	SCRAP	105	31	0	114	29	4
SETD1A_e17_120.4	SETD1A	129	26	152	153	102	107
SETD1A_e18_138.0	SETD1A	156	267	63	162	49	63
SETD1A_e18_138.16	SETD1A	301	116	0	254	56	5
SETD1A_e18_138.17	SETD1A	278	105	358	328	155	415
SETD1A_e19_118.2	SETD1A	150	95	149	275	215	255
SETD1A_e19_118.5	SETD1A	1564	715	255	1846	803	673
SETD1A_e19_118.6	SETD1A	699	292	132	993	394	382
SETD1B_e15_95.7	SETD1B	275	335	605	311	1203	1403
SETD1B_e16_138.10	SETD1B	458	811	543	568	1056	2839
SETD1B_e16_138.11	SETD1B	278	103	233	378	188	152
SETD1B_e16_138.9	SETD1B	230	305	762	252	964	1880
SETD1B_e17_118.1	SETD1B	534	404	600	511	1601	2050
SETD1B_e17_118.2	SETD1B	414	1091	1532	578	1807	2589
SETD1B_e17_118.3	SETD1B	821	322	342	771	2136	2953
SETD2_e5_124.1	SETD2	954	112	0	791	155	555
SETD2_e5_124.2	SETD2	183	0	0	170	66	115
SETD2_e5_124.5	SETD2	280	0	0	272	143	161
SETD2_e6_78.0	SETD2	446	119	113	588	323	1072
SETD2_e7_98.0	SETD2	624	5	19	874	109	334
SETD2_e7_98.2	SETD2	754	353	79	621	225	315
SETD2_e7_98.3	SETD2	376	11	0	360	87	73
SETD4_e6_175.12	SETD4	189	167	29	278	183	319
SETD4_e6_175.16	SETD4	224	168	402	256	433	714
SETD4_e6_175.19	SETD4	156	103	770	135	129	195
SETD4_e7_103.0	SETD4	240	299	169	516	175	455
SETD4_e7_103.2	SETD4	594	721	607	457	469	866
SETD5_e10_118.2	SETD5	682	393	311	649	292	718
SETD5_e10_118.4	SETD5	799	429	530	989	481	893
SETD5_e10_118.5	SETD5	314	171	150	361	213	203
SETD5_e11_110.0	SETD5	732	574	570	744	632	1468
SETD5_e11_110.1	SETD5	307	336	90	297	175	302
SETD5_e9_105.1	SETD5	128	74	23	297	291	158
SETD5_e9_105.2	SETD5	146	44	0	114	158	253
SETD6_e4_118.10	SETD6	122	28	37	134	89	150
SETD6_e4_118.16	SETD6	414	968	335	649	425	996
SETD6_e4_118.19	SETD6	426	838	453	534	302	765
SETD6_e5_121.11	SETD6	398	315	382	468	584	856
SETD6_e5_121.2	SETD6	186	293	102	228	130	252
SETD6_e5_121.3	SETD6	385	329	343	423	679	701
SETD6_e6_67.6	SETD6	475	1554	427	804	603	1275
SETD7_e6_86.0	SETD7	721	910	567	771	1062	1210
SETD7_e6_86.1	SETD7	237	304	226	320	242	290
SETD7_e6_86.2	SETD7	183	118	133	164	753	300
SETD7_e7_158.10	SETD7	194	239	123	379	227	204
SETD7_e7_158.11	SETD7	272	114	548	368	289	792
SETD7_e7_158.13	SETD7	23	38	25	61	23	15
SETD7_e8_95.11	SETD7	485	207	417	398	466	502
SETD7_e8_95.12	SETD7	135	92	131	199	210	187
SETD7_e8_95.8	SETD7	260	466	115	283	181	682
SETD8_e7_190.11	SETD8	113	0	0	128	6	178
SETD8_e7_190.14	SETD8	395	212	344	407	440	704
SETD8_e7_190.18	SETD8	349	0	0	355	20	97
SETD8_e8_158.0	SETD8	401	15	18	465	79	7
SETD8_e8_158.5	SETD8	310	28	0	394	233	429
SETDB1_e20_55.0	SETDB1	506	354	850	696	482	1311
SETDB1_e20_55.1	SETDB1	347	310	167	430	143	477
SETDB1_e20_55.3	SETDB1	194	115	213	238	111	66
SETDB1_e21_89.0	SETDB1	389	160	403	493	135	212
SETDB1_e21_89.8	SETDB1	456	59	51	442	41	198
SETDB1_e21_89.9	SETDB1	206	26	39	308	41	66
SETDB1_e22_45.0	SETDB1	596	18	203	722	216	173
SETDB1_e22_45.1	SETDB1	324	0	179	377	85	79
SETDB1_e22_45.2	SETDB1	185	400	259	449	266	522
SETDB2_e13_63.1	SETDB2	643	930	653	691	646	1209
SETDB2_e14_89.3	SETDB2	428	1090	760	516	338	394
SETDB2_e14_89.4	SETDB2	457	528	399	355	228	176
SETDB2_e14_89.5	SETDB2	425	410	1383	707	189	424
SETMAR_e2_380.19	SETMAR	423	969	490	572	430	918
SETMAR_e2_380.24	SETMAR	634	550	583	662	975	812
SETMAR_e2_380.25	SETMAR	335	292	205	464	258	879
SETMAR_e2_380.4	SETMAR	302	450	189	392	191	643
SETMAR_e2_380.5	SETMAR	358	341	669	506	493	963
SHPRH_H_e26_93.1	SHPRH	189	107	270	228	188	286
SHPRH_H_e26_93.4	SHPRH	285	131	40	301	371	377
SHPRH_H_e26_93.5	SHPRH	154	245	62	207	253	455
SHPRH_H_e27_179.10	SHPRH	299	731	427	442	231	833
SHPRH_H_e27_179.16	SHPRH	647	332	845	617	598	825
SHPRH_H_e27_179.9	SHPRH	336	1231	365	687	317	473
SIRT1_e4_153.5	SIRT1	582	710	639	566	563	960
SIRT1_e4_153.6	SIRT1	277	161	235	300	396	438
SIRT1_e5_148.2	SIRT1	276	482	604	275	387	711
SIRT1_e5_148.3	SIRT1	359	224	197	531	419	551
SIRT1_e6_80.0	SIRT1	307	216	175	338	311	979
SIRT1_e7_187.11	SIRT1	104	45	23	138	75	247
SIRT1_e7_187.14	SIRT1	531	446	499	469	794	815
SIRT2_e10_60.1	SIRT2	99	789	98	227	177	448
SIRT2_e11_56.0	SIRT2	100	215	127	166	86	277
SIRT2_e12_77.3	SIRT2	501	171	139	484	383	512
SIRT2_e13_52.4	SIRT2	106	69	15	76	143	44
SIRT2_e14_70.3	SIRT2	134	175	71	201	153	115
SIRT2_e6_107.11	SIRT2	584	367	353	799	624	1112
SIRT2_e7_57.7	SIRT2	19	18	18	15	45	41
SIRT2_e8_69.0	SIRT2	492	361	275	597	723	1458
SIRT2_e9_130.10	SIRT2	316	320	117	380	285	256
SIRT3_e3_210.0	SIRT3	134	68	18	176	152	453
SIRT3_e3_210.28	SIRT3	307	304	75	267	302	227
SIRT3_e4_101.10	SIRT3	200	360	128	486	261	664
SIRT3_e5_162.21	SIRT3	319	795	396	499	475	488
SIRT3_e6_158.32	SIRT3	144	158	10	193	261	247
SIRT4_e2_341.15	SIRT4	450	267	309	427	218	733
SIRT4_e2_341.60	SIRT4	464	446	23	296	332	715
SIRT4_e3_210.14	SIRT4	652	1155	255	610	898	1093
SIRT4_e3_210.19	SIRT4	48	20	70	220	58	181
SIRT4_e4_158.10	SIRT4	169	79	69	161	134	106
SIRT4_e4_158.9	SIRT4	450	531	649	487	368	747
SIRT5_e5_210.25	SIRT5	374	551	267	460	593	837
SIRT5_e5_210.7	SIRT5	352	966	215	271	195	387
SIRT5_e6_88.0	SIRT5	305	303	403	575	399	716
SIRT5_e7_54.0	SIRT5	239	208	369	477	171	931
SIRT5_e8_124.3	SIRT5	220	372	401	251	396	648
SIRT5_e9_116.7	SIRT5	239	531	306	364	534	626
SIRT6_e3_183.25	SIRT6	276	412	122	300	116	240
SIRT6_e3_183.4	SIRT6	228	367	667	414	316	694
SIRT6_e4_60.2	SIRT6	487	472	768	521	195	487
SIRT6_e4_60.3	SIRT6	452	498	583	478	163	625
SIRT6_e5_96.0	SIRT6	1144	985	664	1210	446	705
SIRT6_e5_96.1	SIRT6	515	535	316	582	131	383
SIRT6_e6_81.6	SIRT6	435	627	376	463	136	598
SIRT6_e6_81.7	SIRT6	211	330	682	384	416	766
SIRT6_e7_124.0	SIRT6	378	459	177	498	197	330
SIRT6_e7_124.20	SIRT6	212	379	236	148	53	95
SIRT7_e4_70.10	SIRT7	401	906	148	378	376	644
SIRT7_e4_70.2	SIRT7	159	51	84	236	301	233
SIRT7_e5_73.1	SIRT7	495	829	192	623	870	1196
SIRT7_e5_73.8	SIRT7	172	195	227	216	218	435
SIRT7_e6_99.10	SIRT7	206	234	643	377	531	941
SIRT7_e6_99.9	SIRT7	169	36	60	156	209	107
SIRT7_e7_210.3	SIRT7	176	174	0	197	339	331
SIRT7_e7_210.4	SIRT7	91	11	29	86	49	59
SIRT7_e8_81.4	SIRT7	549	1199	143	611	526	1344
SIRT7_e8_81.6	SIRT7	491	602	479	643	659	1520
SMARCA2_BD_e28_218.0	SMARCA2	484	343	414	553	799	715
SMARCA2_BD_e28_218.15	SMARCA2	119	184	107	87	129	403
SMARCA2_BD_e28_218.19	SMARCA2	328	297	483	456	661	920
SMARCA2_BD_e29_54.0	SMARCA2	345	300	574	591	632	1177
SMARCA2_BD_e29_54.2	SMARCA2	279	363	280	346	364	451
SMARCA2_BD_e29_54.3	SMARCA2	350	475	466	510	345	1473
SMARCA2_D_e15_118.0	SMARCA2	334	525	128	416	703	1094
SMARCA2_D_e16_67.2	SMARCA2	779	1157	927	808	1188	1762
SMARCA2_D_e17_111.10	SMARCA2	85	163	31	122	106	390
SMARCA2_D_e18_135.13	SMARCA2	227	397	265	561	345	704
SMARCA2_H_e23_167.0	SMARCA2	359	473	61	369	477	787
SMARCA2_H_e24_164.7	SMARCA2	153	194	66	194	355	440
SMARCA2_H_e25_59.1	SMARCA2	547	175	8	570	298	370
SMARCA4_BD_e31_52.1	SMARCA4	358	181	173	528	320	441
SMARCA4_BD_e32_109.6	SMARCA4	114	24	4	115	95	39
SMARCA4_BD_e32_109.8	SMARCA4	244	155	300	436	177	295
SMARCA4_BD_e32_109.9	SMARCA4	409	143	118	309	142	367
SMARCA4_BD_e33_102.10	SMARCA4	331	17	225	474	151	305
SMARCA4_BD_e33_102.5	SMARCA4	150	80	31	326	76	75
SMARCA4_BD_e33_102.8	SMARCA4	205	53	39	213	101	256
SMARCA4_BD_e34_59.1	SMARCA4	95	0	33	152	44	77
SMARCA4_BD_e34_59.2	SMARCA4	457	83	186	481	247	180
SMARCA4_DEXD_e16	SMARCA4	0	0	0	0	0	0
SMARCA4_DEXD_e17	SMARCA4	0	0	0	0	0	0
SMARCA4_DEXD_e18	SMARCA4	0	0	0	0	0	0
SMARCA4_DEXD_e19	SMARCA4	0	0	0	0	0	0
SMARCA4_HELIC_e24.1	SMARCA4	0	0	0	0	0	0
SMARCA4_HELIC_e24.2	SMARCA4	0	0	0	0	0	0
SMARCA4_HELIC_e25.1	SMARCA4	0	0	0	0	0	0
SMARCA4_HELIC_e25.2	SMARCA4	0	0	0	0	0	0
SMARCAD1_D_e12_100.3	SMARCAD1	211	207	120	199	442	482
SMARCAD1_D_e13_60.1	SMARCAD1	620	733	220	671	817	1048
SMARCAD1_D_e15_136.0	SMARCAD1	112	103	212	177	112	345
SMARCAD1_H_e21_119.0	SMARCAD1	631	859	129	702	456	929
SMARCAD1_H_e22_183.0	SMARCAD1	440	657	375	452	366	686
SMARCAL1_D_e10_66.2	SMARCAL1	19	0	0	0	110	0
SMARCAL1_D_e8_135.4	SMARCAL1	384	406	131	342	402	778
SMARCAL1_D_e9_159.0	SMARCAL1	374	554	193	331	790	610
SMARCAL1_H_e14_103.5	SMARCAL1	84	103	77	145	265	373
SMARCAL1_H_e15_183.0	SMARCAL1	296	247	436	266	267	934
SMARCAL1_H_e16_50.0	SMARCAL1	433	1595	637	595	444	574
SMYD1_e4_86.3	SMYD1	389	138	522	403	193	861
SMYD1_e4_86.7	SMYD1	444	379	565	431	546	836
SMYD1_e6_73.0	SMYD1	611	1199	454	627	716	1405
SMYD1_e6_73.3	SMYD1	106	217	171	100	18	140
SMYD2_e6_55.0	SMYD2	262	333	601	425	353	1225
SMYD2_e7_103.5	SMYD2	212	137	390	253	163	600
SMYD2_e7_103.9	SMYD2	686	990	1326	768	612	1232
SMYD3_e5_95.2	SMYD3	354	398	327	314	258	1328
SMYD3_e5_95.3	SMYD3	210	91	50	263	229	325
SMYD3_e6_68.1	SMYD3	86	143	26	91	144	186
SMYD3_e6_68.3	SMYD3	308	415	12	184	186	202
SMYD3_e6_68.4	SMYD3	385	420	588	400	359	804
SMYD3_e7_103.2	SMYD3	536	1208	580	740	538	1101
SMYD3_e7_103.4	SMYD3	336	192	191	388	156	434
SMYD3_e7_103.7	SMYD3	399	533	118	457	276	507
SMYD4_e5_95.0	SMYD4	775	505	302	715	714	1150
SMYD4_e5_95.4	SMYD4	76	22	0	100	47	316
SMYD4_e5_95.5	SMYD4	156	393	206	349	259	846
SMYD4_e6_183.0	SMYD4	203	237	16	313	272	377
SMYD4_e6_183.6	SMYD4	440	271	475	397	472	713
SMYD4_e6_183.9	SMYD4	242	410	84	214	267	725
SMYD5_SET1_e10_57.0	SMYD5	362	211	382	215	200	559
SMYD5_SET1_e10_57.1	SMYD5	156	52	286	255	119	220
SMYD5_SET1_e10_57.2	SMYD5	18	38	121	36	19	336
SMYD5_SET1_e11_95.0	SMYD5	57	139	25	48	32	69
SMYD5_SET1_e11_95.2	SMYD5	384	218	182	272	161	356
SMYD5_SET1_e11_95.9	SMYD5	371	456	526	462	278	707
SMYD5_SET1_e2__73.5	SMYD5	294	46	224	360	212	469
SMYD5_SET1_e2__73.6	SMYD5	316	662	549	297	163	342
SMYD5_SET1_e2__73.8	SMYD5	416	655	147	380	336	494
SP100_BD_e27_72.1	SP100	383	540	566	683	559	857
SP100_BD_e27_72.2	SP100	451	615	619	715	525	1167
SP100_BD_e28_144.1	SP100	570	1198	414	544	849	1712
SP100_BD_e28_144.2	SP100	366	1026	363	532	764	1155
SP100_BD_e28_144.3	SP100	189	240	66	170	351	346
SP100_BD_e29_79.0	SP100	218	326	226	330	469	718
SP100_BD_e29_79.3	SP100	399	883	358	655	605	917
SP140_BD_e27_79.3	SP140	331	453	282	321	351	595
SP140L_BD_e19_73.2	SP140L	534	1064	568	566	454	1038
SUV39H1_e3_105.1	SUV39H1	114	54	0	110	132	222
SUV39H1_e3_105.10	SUV39H1	228	453	780	350	226	566
SUV39H1_e3_105.3	SUV39H1	155	215	89	153	265	346
SUV39H1_e4_147.19	SUV39H1	112	177	33	167	106	152
SUV39H1_e4_147.4	SUV39H1	488	1282	1117	740	827	1409
SUV39H1_e4_147.5	SUV39H1	315	738	319	472	455	927
SUV39H1_e5_130.10	SUV39H1	218	183	101	207	235	665
SUV39H1_e5_130.11	SUV39H1	227	300	49	211	243	770
SUV39H1_e5_130.3	SUV39H1	364	248	548	470	452	1048
SUV39H2_e3_105.1	SUV39H2	105	77	20	181	58	227
SUV39H2_e3_105.2	SUV39H2	493	676	394	661	666	1448
SUV39H2_e3_105.3	SUV39H2	166	332	102	283	265	884
SUV39H2_e4_147.1	SUV39H2	490	734	600	652	517	1159
SUV39H2_e4_147.3	SUV39H2	240	71	133	388	188	748
SUV39H2_e4_147.6	SUV39H2	198	335	355	387	303	866
SUV39H2_e5_130.0	SUV39H2	202	135	87	274	182	282
SUV39H2_e5_130.5	SUV39H2	381	591	181	439	383	719
SUV39H2_e5_130.6	SUV39H2	193	228	285	269	265	512
SUV420H1_e6_45.0	SUV420H1	452	404	342	515	837	819
SUV420H1_e7_167.4	SUV420H1	506	579	156	455	325	522
SUV420H1_e7_167.5	SUV420H1	724	516	639	827	498	510
SUV420H1_e7_167.7	SUV420H1	236	311	251	460	216	461
SUV420H1_e9_105.0	SUV420H1	99	202	83	147	64	189
SUV420H1_e9_105.1	SUV420H1	308	139	0	394	144	131
SUV420H1_e9_105.5	SUV420H1	458	139	45	383	307	250
SUV420H2_e5_164.12	SUV420H2	515	841	375	647	468	1056
SUV420H2_e5_164.16	SUV420H2	107	204	44	84	146	112
SUV420H2_e5_164.18	SUV420H2	218	299	190	174	152	645
SUV420H2_e7_105.13	SUV420H2	406	332	124	383	418	1158
SUV420H2_e7_105.8	SUV420H2	718	643	390	842	681	1840
SUV420H2_e7_105.9	SUV420H2	374	583	297	432	514	1521
TAF1_BD1_e28_178.10	TAF1	112	7	89	197	52	185
TAF1_BD1_e28_178.11	TAF1	24	0	0	35	21	0
TAF1_BD2_e31_93.0	TAF1	724	85	24	742	297	462
TAF1_BD2_e32_85.3	TAF1	381	42	18	419	43	117
TAF1_BD2_e33_68.0	TAF1	433	0	0	424	15	0
TAF1_BD2_e33_68.1	TAF1	272	30	0	470	23	119
TAF1_e13_174.15	TAF1	764	630	202	904	384	882
TAF1_e15_201.1	TAF1	701	39	254	660	281	548
TAF1_e15_201.13	TAF1	341	89	189	461	335	685
TET1_e10_86.0	TET1	109	189	98	243	415	323
TET1_e10_86.1	TET1	138	142	30	218	279	322
TET1_e10_86.5	TET1	363	528	293	416	600	690
TET1_e7_86.2	TET1	433	323	349	389	398	770
TET1_e8_90.0	TET1	210	465	486	352	638	428
TET1_e8_90.1	TET1	143	342	19	179	151	206
TET1_e8_90.2	TET1	452	914	333	572	774	1188
TET1_e9_138.1	TET1	74	156	346	140	272	445
TET1_e9_138.17	TET1	569	670	686	641	922	1239
TET1_e9_138.18	TET1	216	311	133	179	195	129
TET2_e10_86.0	TET2	395	1283	163	469	330	1199
TET2_e10_86.1	TET2	380	327	633	443	405	592
TET2_e10_86.3	TET2	335	680	914	400	353	1172
TET2_e7_86.0	TET2	559	478	810	496	800	1449
TET2_e7_86.2	TET2	102	104	378	79	80	166
TET2_e7_86.3	TET2	394	324	863	386	479	432
TET2_e8_90.0	TET2	530	838	533	370	493	1050
TET2_e8_90.2	TET2	403	449	361	511	422	1206
TET2_e8_90.3	TET2	322	623	522	392	317	722
TET2_e9_138.0	TET2	286	266	216	334	313	1308
TET2_e9_138.1	TET2	290	111	90	169	229	724
TET2_e9_138.14	TET2	378	370	396	408	355	1289
TET3_e10_79.0	TET3	250	176	141	230	185	391
TET3_e10_79.1	TET3	181	149	276	391	354	616
TET3_e10_79.2	TET3	482	509	347	584	375	1037
TET3_e7_86.1	TET3	74	3	76	90	280	372
TET3_e7_86.3	TET3	464	374	486	471	416	1248
TET3_e7_86.4	TET3	608	1036	479	730	254	551
